Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
napchať,,Acc,ju,do koša ktorý sme pomaly uväzovali o korman,1,8,-7,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
objať,,Acc,ma,okolo krku,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
hladkať,,Acc,ma,po vlasoch,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
pobozkať,,Acc,ho,na ucho,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zdvihnúť,,Acc,oči,od novín,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sledovať,,Acc,ho,na chate,1,2,-1,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
plesnúť,,Ins,rukou,po sedadle,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vidieť,,Acc,to,na tebe,1,2,-1,2,4,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
ospravedlniť,,Acc,ma,na chvíľu,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
postaviť,,Acc,ich,na stôl,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
priniesť,,Acc,taniere šalát a fašírku,z kuchyne,4,2,2,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
chytiť,,Acc,ho,za ruku,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
hľadať,,Acc,nejaký papier na poznámky,v zásuvke,4,2,2,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zhodiť,,Acc,ma,na trávu,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
chytiť,,Acc,ma,za ruku,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zacítiť,,Acc,šteklivé vzrušenie,v žalúdku,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
mať,,Acc,voľno,cez obed,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
rozoberať,,Acc,svoje zmätené pocity a zbabraný test,pred ním,6,2,4,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
zaklopať,,Dat,Amy,na okno,1,2,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,to,v úmysle,1,2,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zbadať,,Acc,Chrisa,pri bazéne,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zavesiť,,Acc,ju,na krk,1,2,-1,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
hodiť,,Acc,ma,do vody,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
napchať,,Acc,mokré veci,do vaku,2,2,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
odovzdať,,Acc,prácu,po termíne,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
objať,,Acc,ma,okolo pliec,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
udržať,,Acc,rovnováhu,na okennom parapete,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
držať,,Acc,ma,za ruku,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zatiahnuť,,Acc,Chrisa,pod oleander,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
šliapať,,Acc,vodu,až k miestu kde sa ponoril,1,6,-5,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,fotku,z toho večera,1,3,-2,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
dotlačiť,,Acc,dcéru,na stupienok víťazov,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pozvať,,Acc,Blythe a Ricka,na ňu,3,2,1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
zavolať,,Dat,mame,do práce,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
chytiť,,Acc,ho,za ruku,1,2,-1,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
obnoviť,,Acc,rehoľný život,podľa reformných princípov,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prijať,,Acc,ho,s náležitými poctami,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
nájsť,,Acc,ho,v novo poňatom úrade pápeža,1,5,-4,1,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,nejaký jednotný právny systém,v prvom storočí svojej existencie,4,5,-1,9,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
mať,,Acc,výsostne špecifické postavenie,v porovnaní so situáciou v ostatných krajinách strednej a východnej Európy,3,11,-8,14,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vykoreniť,,Acc,neduh nadmerného požívania alkoholu,z klerických kruhov,4,3,1,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zriaďovať,,Acc,nové diecézy,vo svojej krajine,2,3,-1,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
dosadzovať,,Acc,biskupov a ďalších vyšších cirkevných hodnostárov,do svojich úradov,6,3,3,1,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,aj rozmer štátneho kultu,okrem rozmeru spontánneho ľudového uctievania,4,5,-1,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vykonávať,,Acc,svoj úrad,z vôle panovníka,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
uvádzať,,Acc,viacero nariadení o konaní synod,vo svojej zbierke,5,3,2,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
obsahovať,,Acc,ako hľadisko trestné tak aj hľadisko náhrady škody pozostalým,v sebe,9,2,7,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
zaslať,,Acc,relikvie,do Uhorska,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
prijať,,Acc,jeho mníchov ktorí mu list donesú,pod ochranu,6,2,4,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
mať,,Acc,akiste zámer profitovať z potenciálu oboch týchto skupín obyvateľstva,v súvislosti so svojimi hospodárskymi reformami,9,6,3,8,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
uvádzať,,Acc,celý rad predpisov,v tejto súvislosti,3,3,0,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
formulovať,,Acc,príslušné právne normy o celibáte,pod vplyvom výziev reformátorov,5,4,1,3,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,ruku,na jeho ramene,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
položiť,,Acc,Winstona,na lôžko,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ponaprávať,,Acc,mozog,do dokonalosti,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vybudovať,,Acc,civilizáciu,na strachu nenávisti a krutosti,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
liať,,Acc,vitriol,do tváre,1,2,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
spustiť,,Acc,nohy,na podlahu,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zazrieť,,Acc,trojstranné zrkadlo,na vzdialenom konci miestnosti,2,4,-2,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
uchopiť,,Acc,Winstona,za rameno,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
položiť,,Acc,ruku,na rameno,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zdvihnúť,,Acc,zrak,na O Briena,1,3,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
položiť,,Acc,to,na vzdialenejší stôl,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
počuť,,Acc,klokotanie krvi,v hlave,2,2,0,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
roztrhať,,Acc,ju,až na kosť,1,3,-2,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
obrátiť,,Acc,ho,do seba,1,2,-1,1,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,postverbal
objať,,Acc,ju,okolo pása,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
prilepiť,,Acc,tenké kombinézy,na telo,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zdvihnúť,,Acc,zrak,na portrét Veľkého brata,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vytiahnuť,,Acc,fajku,z úst,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zanechať,,Acc,akýsi zvierací nepokoj,po sebe,3,2,1,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
dofajčiť,,Acc,ju,po smene,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
oslobodiť,,Acc,proletov,z jarma,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
udržať,,Acc,ich,pod dozorom,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zopnúť,,Acc,ruky,nad hlavou,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vystrieť,,Acc,zdravú ruku,k nemu,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
zísť,,Dat,mu,na um,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
uchopiť,,Acc,ju,za ruku,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
objať,,Acc,ho,okolo krku,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
priniesť,,Acc,obeť,na oltár lásky,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
odhodiť,,Acc,ju,na konár,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
rozlomiť,,Acc,ju,na dve polovice,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
vyludzovať,,Acc,hudbu,do prázdna,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vyhnať,,Acc,všetky špekulácie,z mysle,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vziať,,Acc,jej ruky,do svojich,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zísť,,Dat,mu,na um,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,nejakú vetvičku,vo vlasoch,2,2,0,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zovrieť,,Acc,ju,v náručí,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
pritiahnuť,,Acc,ju,k sebe,1,2,-1,2,4,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,postverbal
vystrkovať,,Acc,svoj odporný rypák,z obloženia,3,2,1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
upraviť,,Acc,okuliare,na nose,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
postaviť,,Acc,ho,na okrúhly stôl,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zazrieť,,Acc,nijaké jazvy,na nej,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
zatvoriť,,Acc,dvere,za sebou,1,2,-1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
mať,,Acc,čo,do zvonca,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,nič,v ústach,1,2,-1,3,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,postverbal
zacieliť,,Acc,pohľad,na Winstona,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
držať,,Acc,jazyk,za zubami,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,krátke nohavice farby kaki a športovú košeľu,na sebe,7,2,5,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
ponoriť,,Acc,ruku,do vrecka na kombinéze,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
spustiť,,Acc,chlieb,na podlahu,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
odtrhnúť,,Acc,oči,od ciferníka,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vrhnúť,,Acc,pohľad,na ciferník,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
položiť,,Acc,ruku,na ciferník,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ponoriť,,Acc,pero,do atramentu,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
šíriť,,Acc,atmosféru hokejového ihriska studených kúpeľov spoločného stopovania a akejsi všeobecnej čistoty mysle,okolo seba,12,2,10,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
zasunúť,,Acc,vysnívanú vecičku,do vrecka,2,2,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vypáčiť,,Acc,zvyšok tej riekanky,z pamäte pána Charringtona,3,4,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vystrieť,,Acc,zdravú ruku,k nemu,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
premeniť,,Acc,každého,aj proti jeho vôli,1,4,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vyhnať,,Acc,všetky špekulácie,z mysle,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ukryť,,Acc,tvár,do dlaní,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,štipec na bielizeň,v ústach,3,2,1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
stiahnuť,,Acc,šaty,zo seba,1,2,-1,4,3,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
mať,,Acc,čo,do zvonca,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
vziať,,Acc,Winstona,do náručia,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
mať,,Acc,priznanie,na mysli,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
postaviť,,Acc,ho,na okrúhly stôl,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zmeniť,,Acc,ľudí,na nepoznanie,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vrátiť,,Acc,ju,do štrnástich dní,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
poslať,,Acc,ťa,do soľných baní,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
vyloviť,,Acc,dvadsaťpäťcentovú mincu,z vrecka,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
odložiť,,Acc,denník,do zásuvky,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
spustiť,,Acc,ruky,pozdĺž bokov,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nabrať,,Acc,vzduch,do pľúc,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
znížiť,,Acc,číslo,na 57 miliónov,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
postrčiť,,Acc,svoje podnosy,k okienku,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
obrátiť,,Acc,to tekuté svinstvo ktoré malo pachuť oleja,do seba,7,2,5,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
vytlačiť,,Acc,slzy,z očí,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
otesávať,,Acc,jazyk,až na kosť,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
viesť,,Acc,ma,k Nemu,1,2,-1,2,4,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,postverbal
vkladať,,Acc,nádej,do vás,1,2,-1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
priať,,Acc,múdrosť vytrvalosť a Božie vedenie,v tejto funkcii,5,3,2,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
nájsť,,Acc,svojho osobného Spasiteľa Ježiša Krista,vo svetle Ježišovho evanjelia,5,4,1,4,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
darovať,,Acc,tento pokoj,skrze vieru v Ježiša Krista,2,5,-3,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pomáhať,,Dat,im,na ich ceste,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
mávať,,Acc,dvojaký význam,aj vo všednom obyčajnom živote,2,5,-3,8,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vidieť,,Acc,svoj pád,v celej hĺbke,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pocítiť,,Acc,svoj hriech,v celej jeho veľkosti,2,4,-2,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,dva milé zážitky,koncom minulého roka,3,3,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
sprevádzať,,Acc,nábožný spev,na gitare,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mať,,Acc,lepšiu a krajšiu budúcnosť,pred sebou,4,2,2,6,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
viesť,,Acc,ich,aj v ďalšie dni života,1,5,-4,3,7,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
zaujať,,Acc,dôstojné rešpektované a zodpovedné postavenie,v európskom spoločenstve,5,3,2,9,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vytvoriť,,Acc,priestor na zníženie odvodov a priamych daní,spolu s reformami v najvýznamnejších výdavkových rezortoch,7,7,0,8,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zjednotiť,,Acc,sadzby DPH,pred vstupom do EÚ,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
