Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
trazar,,,unha senda alcista,en o segundo trimestre a o non ver se sometidos a a incerteza que xerara o conflicto bélico con o Iraq,3,21,-18,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
xogar,,,o cidadán,en unha sociedade tan heteroxénea,2,5,-3,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
impedir,,,a aplicación de os limiares establecidos en este anexo,para efectos de o cal se acumularán as magnitudes ou dimensións de cada un de os proxectos considerados,9,18,-9,2,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
concretar,,,son,de nova construción ou aproveitamento e acondicionamento de os camiños ou pistas xa existentes,1,14,-13,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
comparar,,,o número de casos declarados de a enfermidade en Galicia,en relación con o total nacional,10,6,4,2,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
conformar,,,o disposto,en este número,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
producir,,,plenos efectos contra terceiros,desde a data de a anotación á que se refire o parágrafo anterior sen necesidade de ningunha outra formalidade,4,19,-15,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
atopar,,,ningunha referencia,en a bibliografía consultada,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
explicar,,,a delincuencia,en realidade,2,2,0,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
adxudicar,,,o contrato de acordo,con a proposta formulada por a Mesa de Contratación,4,9,-5,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
resolver,,,meses contados desde a data en que a solicitude fose presentada ou desde a data de a súa emenda por requirimento de o dito órgano transcorrido o cal poderá se entender denegada,en o prazo de tres,32,5,27,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ter,,,efectos negativos,incluso en cantidades moi pequenas,2,5,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
introducir,,,un efecto regulador e ordenador,en a xestión de os desperdicios voluminosos,5,7,-2,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ter,,,lugar,ante a mesa e en a mesma sesión,1,8,-7,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
previr,,,o derramo e a humidade,en o esterco,5,3,2,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
realizar,,,anelamentos,dende cáseque á sua constitución máis non de un xeito organizado como é en o caso actual,1,17,-16,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
conseguir,,,un bo criterio de calidade de lavado ou eficacia,con un caudal reducido,9,4,5,3,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
regular,,,o contido o alcance e os prazos para a emisión de o informe previo municipal a a realización de obras de interese xeral,con maior precisión,23,3,20,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
recaer,,,tanto a principal responsabilidade de a anticoncepción como as consecuencias de o seu fracaso,sobre elas,14,2,12,6,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
realizar,,,"grandes grupos técnicos e profesionais de apoio 25,3 % traballadores non cualificados 20,6 % traballadores de servicios de restauración persoais protección e vendedores de comercio 17,2 % e técnicos profesionais científicos e intelectuais 11,2 %",en catro,35,2,33,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
superar,,,a o nacional,en 1.235.000 pesetas Cadro 37,3,5,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ir,,,a un congreso e Ambal,en Chennai,5,2,3,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
analizar,,,a creación de valor,en un seguro temporal de prima única para un colectivo de 40 anos de idade e que garante un pagamento de un capital de 50.000 euros en caso de falecemento,4,30,-26,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
conseguir,,,aforros importantes,en esta partida,2,3,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sacrificar,,,calidade,en o resto de os aspectos mencionados,1,7,-6,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cambiar,,,o grao de saturación de a atmosfera,en contacto con a superficie evaporante,7,6,1,2,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
impulsar,,,o obxecto que obstrúe as vías aéreas,de xeito forzado,7,3,4,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
haber,,,verdade,en a estructura formal de Parsifal que permite facer diferentes contextualizacións históricas que en o seu contexto orixinal,1,18,-17,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
facer,,,diferentes contextualizacións históricas,que en o seu contexto orixinal,3,6,-3,2,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
aportar,,,"o 7,4 % de as augas residuais recollidas e 7,0 % de as tratadas en España mentres que o importe total de os gastos en investimento de a recollida e tratamento de augas residuais tan só significa o 1,6 % 4.637 miles de euros de o importe estatal",en o último ano,48,4,44,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ter,,,os,de cobertura,1,2,-1,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
seleccionar,,,mulleres,con estadios iniciais G e con nódulos móbiles sen sospeita clínica de metástases,1,13,-12,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
establecer,,,unha especie de libre concorrencia,en canto,5,2,3,2,7,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
considerar,,,a paz e a convivencia familiar como ben xurídico que se protexe con o artigo 173.2 de o Código Penal,en o seu momento,20,4,16,8,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
permitir,,,unha retroproxección constante,en a xestión de a vila ou de a cidade con respecto ás actividades que conducen a o equilibrio de o ecosistema urbano e aquelas que contribúen a o seu desequilibrio,3,31,-28,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
constituen,,,os dous extremos,"en a comarca coruñesa Húmida que en conxunto acadou un crecemento medio de 25,84 %",3,15,-12,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
comentar,,,o texto,a o mesmo tempo que se formularon propostas e suxestións relacionadas con a materia obxecto de o estudio,2,18,-16,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
rebaixar,,,os tipos de interese,en 50 puntos básicos,4,4,0,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
situar,,,os,en o 2 %,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
comparar,,,as débedas a curto prazo,con as partidas de o activo circulante que son total ou case totalmente líquidas,5,14,-9,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
presentar,,,productos nin servicios,con unha publicidade ambiental enganosa,3,5,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
conseguir,,,a primacía,en tales actos,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
marcar,,,as diferenzas entre un territorio galaico setentrional e outro meridional,durante a 2ª Idade de o Ferro,10,7,3,3,15,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
manter,,,a unha temperatura e en condicións tales que se produzan os cambios físicos e / ou químicos necesarios e característicos de el,durante certo tempo,22,3,19,5,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
centrar,,,a análise,en a maneira,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ter,,,uns gastos,en compras moi elevados con o cal a maior parte de os ingresos leva-na os provedores mentres que outra gasta pouco en compras por o que a maioria de os ingresos quedan en a empresa,2,35,-33,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
entender,,,as migracións femininas,en toda a súa complexidade,3,5,-2,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
reanalizaron,,,os datos,con dous modelos diferentes,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
avaliar,,,a pertinencia,en a continuidade de o proceso,2,6,-4,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
triplicar,,,a proporción de monolingües habituais,en castelán,5,2,3,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
analizar,,,a poboación mundial como pertencente,a un só país a unha mesma distribución,5,8,-3,2,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sofrer,,,agresións case cruentas,sen demasiadas protestas de o pobo agredido en o seu idioma,3,11,-8,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
complementar,,,a quimioprofilaxe de os contactos íntimos de os enfermos,con a súa vacinación,9,4,5,2,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
denunciar,,,a falta de competencia internacional ou a falta de xurisdicción por pertencer o asunto a outra orde xurisdiccional ou por ter se sometido a arbitraxe a controversia,mediante declinatoria,27,2,25,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
pertencer,,,o asunto,a outra orde xurisdiccional,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
observar,,,a paulatina substitución,en a provisión de productos intermedios de as empresas estranxeiras,3,10,-7,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
percibir,,,un plus de polivalencia funcional pagadeiro en doceavas partes mensuais,con contía anual que figura en a seguinte táboa,10,9,1,2,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
destacar,,,a cuestión de o xénero,en primeiro lugar,5,3,2,7,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
presentar,,,presbicia o que os obriga a usar gafas para ver de preto,con independencia de a técnica cirúrxica utilizada,12,7,5,1,16,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
encontrar,,,refuxio,en elas,1,2,-1,1,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
xogar,,,un importante,en o deseño de as políticas de emprego orientadas a a mocidade sobre todo tendo en conta que a precarización é maior en o sector de a mocidade,2,28,-26,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
definímo-la,,,entrada,a o estudio,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
introducir,,,o lente dobrable,en a cámara anterior de o ollo,3,7,-4,3,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
romper,,,relacións,con a República española,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
constituír,,,un movemento migratorio,con unha xeografía de procedencia concentrada,3,6,-3,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
contribuír,,,a unha forte redución en os custos de información,de maneira decisiva,9,3,6,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
afrontar,,,a xubilación,con unha maior seguridade cultural e psicolóxica,2,7,-5,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
avaliar,,,as cargas ambientais asociadas,a un producto proceso ou actividade,4,6,-2,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
situar,,,os,ante un feito que provoca o estreitamento de o que se entende como mocidade,1,14,-13,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
conceder,,,prestacións económicas non periódicas,de maneira singular,4,3,1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
crecer,,,"unha media de o 23,12 %",dende 1.970 a 1.986,6,4,2,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ter,,,unha maior duración de o hábito tabáquico con a conseguinte sintomatoloxía asociada e unha posible maior motivación para deixar o por parte de os profesionais sanitarios en relación a os estudiantes,en conta,31,2,29,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
compensar,,,a outra parte,por o exceso,3,3,0,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
explicar,,,motivos fundamentais siempre unidos a a carencia de iniciativa privada o de capital privado adicado a a economía productiva 1,por tres,20,2,18,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
prescindir,,,a o parque natural facía,de as visitas,5,3,2,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
facer,,,referencia,en primeiro lugar,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pesar,,,as diferenzas entre taxas de paro masculina e feminina,de a crecente incorporación de a muller a a vida activa,9,11,-2,13,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ver,,,Freire,contra a empresa Construcciones García Rodríguez S.A.,1,7,-6,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ter,,,unha estrutura constitucional robusta,para a contribuizón para o desenvolvimento sustentável,4,7,-3,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
depor,,,te,entre os anciáns,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
reducir,,,a ocasionada,en as instalacións existentes,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ter,,,os anos que unha persoa deixa de vivir se falece a unha idade que non é a habitual de defunción fixada teoricamente para ese colectivo,en conta,25,2,23,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
cambiar,,,unha hora extraordinaria,por unha de descanso,3,4,-1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
contar,,,gratuita de periodicidade moi irregular eiva importante a subsanar que se envía gratuitamente a todas / os subscritoras es con artigos entrevistas etc,con unha revista MOCIDADE,23,4,19,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
expedir,,,Loterías e Apostas de o Estado,por a entidade pública empresarial,6,5,1,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ver,,,te,sen estudos,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
aceptar,,,variantes,en un procedemento público de contratación,1,6,-5,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dirixir,,,a nosa acción,en a sociedade sendo en a praxe onde adquiren o seu verdadeiro significado,3,13,-10,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
unir,,,liña de certa tradición,en as investigacións de o noroeste peninsular,4,7,-3,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cumprir,,,star,con a Energy,1,3,-2,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
exceptuar,,,o ano 1992 debido,a a crise de a planta máis importante de Tailandia,4,10,-6,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
efectuar,,,alegacións,en o suposto previsto en o artigo 237.2 de a Lei 58/2003 de o 17 de decembro xeral tributaria para os casos en que o órgano unipersoal coide pertinente examinar cuestións non formuladas por os interesados,1,36,-35,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
recoller,,,a auga de limpeza,en unha rede estanca,4,4,0,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
entrar,,,numerosas leis de importancia entre as que destaca con moita diferenza a Lei orgánica xeral de o dereito educativo LOXSE que é a norma actualmente vixente,en vigor,26,2,24,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
caracterizar,,,un ciclo industrial,durante a década de os noventa de unha grande volatilidade,3,10,-7,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
conleva,,,unha Educación,para a tolerancia ou Educación intercultural,2,6,-4,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
aceptar,,,o emprego de un metodo que implique a sua colaboracion,de bo grao,10,3,7,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
facer,,,cousas,para todo o mundo non só para os galegos,1,9,-8,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
obter,,,beneficios de a súa industria,a a vez que carga eses custos ás xeracións futuras ou a outros países,5,14,-9,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
prever,,,medidas correctoras,para todas elas especialmente para o uso de as artes non selectivas que foron prohibidas en toda a extensión de o santuario,2,22,-20,1,5,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
presentar,,,as súas contas,en o dito rexistro,3,4,-1,3,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
presentar,,,derramo pleural afectación supraclavicular gran volume tumoral,baixo performance status ou idade avanzada,7,6,1,1,12,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
editar,,,diferentes guías clínicas de coidados paliativos,en o portal de Internet sanitario de maior difusión de fala hispana www.fisterra.com,6,13,-7,2,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
estender,,,as súas posibilidades,en convivencia con estilos de aprendizaxe máis tradicionais a a vez que trata de aproveitar novas posibilidades técnicas,3,18,-15,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
asoballar,,,a o Sur,sen piedade,3,2,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
figurar,,,o selo de a entidade bancaria,con indicación de a data,6,5,1,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
homoxeneizar,,,a calidade de a atención,en todos os centros,5,4,1,4,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
deseñar,,,unha estrutura organizativa de coordinación e apoio,a o programa,7,3,4,3,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
demandar,,,unha política enerxética baseada,en o aforro a eficiencia e as enerxías respectuosas con o medio ambiente como solución última a os impactos ambientais derivados de o uso e transporte de combustíbeis fóseis a escala global,4,32,-28,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
configurar,,,a atenuante 1ª de o artigo 21 de o Código Penal,en numerosas ocasións,11,3,8,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
operar,,,o fracaso afectivo a tensión separatoria ou os celos non patolóxicos,en o trastorno mental,11,4,7,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ofrecer,,,nada positivo,a o propio concello,2,4,-2,1,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
elaborar,,,unha tipoloxía de profesións,"segundo o valor de a media de a lingua habitual o valor de a media en o conxunto de Galicia entre as persoas en idade de traballar é de 2,89",4,30,-26,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
exercitar,,,o seu dereito de transmisión de acordo con o disposto,en esta lei,10,3,7,3,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
apreciar,,,unha tendencia descendente en o volume de poboación activa de 16 a 19 anos e sobre todo en o número de adolescentes en paro figuras 2.10 y 2.11,en Galicia,28,2,26,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
transformar,,,os lagos e ríos,en sopas asfixiadas de algas,4,5,-1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
xurdir,,,un ente asociativo,con personalidade xurídica propia,3,4,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
presentar,,,unha menor experiencia,en os mercado foráneos,3,4,-1,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
devir,,,as cláusulas que se opoñan el,en caso contrario,6,3,3,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
solicitar,,,a súa facturación a nome de o despacho colectivo,de o colexio,9,3,6,7,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
anticipar,,,un cambio,en a situación,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dixitalizar,,,outros moitos fondos dispersos,en universidades institucións culturais particulares etc. o que permitirá a súa consulta e difusión a través de os máis avanzados sistemas informáticos,4,22,-18,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
resultar,,,o cambio en a composición de os instrumentos de financiamento que é concordante con o que se aprecia en o destino por finalidades de os créditos concedidos por as entidades de depósito,a estas modificacións,32,3,29,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
eliminar,,,a creación de contaminantes ou desperdicios,en a súa fonte de orixe,6,6,0,2,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
deixar,,,a súa análise detallada e cualitativa,para outra ocasión,6,3,3,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
permitir,,,múltiples interpretacións,sen dúbida,2,2,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
respectar,,,a o resultado de a mamografía,para un 94 % de as mulleres,6,7,-1,1,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
realizar,,,novas probas,en un centro hospitalario,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
traducir,,,se,en unha asignación suficiente,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
ter,,,os grupos de poboación especialmente sensíbeis como os nenos e os anciáns e fixar as normas en consecuencia,en conta,18,2,16,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
fixar,,,as normas,en consecuencia,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poñer,,,o proverbio de o biólogo norteamericano René Dubos Pensa globalmente actúa localmente,en práctica,12,2,10,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
cubrir,,,a ferida,con unha compresa seca e grande que tapone a ferida e peche o paso de o aire,2,17,-15,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
asociar,,,se,a o prestixio e imaxe de unha cidade considerada Patrimonio de a Humanidade,1,13,-12,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
presentar,,,"unha medra de o 3,3 % unha décima menos que a rexistrada en o ano anterior",en 2005,16,2,14,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
