Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
vastleggen,,,regels voor schoolparlementen,in een verordening,3,3,0,8,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
deponeren,,,ideeen,in de bus,1,3,-2,4,1,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
doorspreken,,,het spel,met de minister,2,3,-1,2,4,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
hebben,,,een autobedrijf,aan de overkant van de weg,2,6,-4,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
regeren,,,elke wielerzesdaagse,met ijzeren vuist,2,3,-1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
drukken,,,ze,aan mijn hart,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
vraag,,,advies,uit eigen beweging,1,3,-2,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
uitspreken,,,zijn vertrouwen in de door mevrouw Golda Meir geleide nieuwe regering van nationale eenheid,met een overweldigende meerderheid,14,4,10,13,15,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
kennen,,,het orkest,in zijn functie van assistent van de dirigenten,2,8,-6,1,9,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
vervaardigen,,,gecompliceerde kapitaalgoederen,onder haar auspicien en aan de hand van een precieze design,2,11,-9,2,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
bereiken,,,een terugtrekking van de Russische troepenconcentraties aan de grens en een herstel van de status quo ante,voor alles,17,2,15,16,18,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
maken,,,een solide indruk,in die kwaliteit,3,3,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
gebruiken,,,haar eigen DC-8 machines,voor de transsiberische vluchten,4,4,0,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
verkopen,,,het in 1961 gebouwde 9336 brt metende m.s. Prinses Margriet,in beginsel,10,2,8,5,1,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
wijzigen,,,de schenkingsacte,in overleg met de nabestaanden,2,5,-3,7,2,definite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
opleggen,,,enige beperking,aan de gemeente Baarn,2,4,-2,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
vegen,,Acc,hem,van het circuit,1,3,-2,5,2,indefinite,definite,pronominal,nonpronomial,preposition,shifted,preverbal
redden,,,niets,van het gebouw,1,3,-2,1,2,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,preverbal
citeren,,,de internationale persbureaus,in grote opmaak,3,3,0,2,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
oplopen,,,hondebeten,in de oudejaarsnacht,1,3,-2,1,2,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
doen,,,afstand,van de kanonneerboten,1,3,-2,2,3,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
zenden,,,de diplomaat admiraal Limon die schriftelijk verklaard had dat zijn regering definitief van de kanonneerboten afstand had gedaan,naar zijn land,18,3,15,24,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
voeren,,,Frankrijk,sinds het begin van de crisis in het Midden-Oosten,1,9,-8,11,8,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
aantreffen,,,veel bekende onderwerpen,in deze televisieserie,3,3,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
ontwikkelen,,,veel activiteiten,in Groningen en Drenthe,2,4,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
maken,,,gebruik,van uw diensten,1,3,-2,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
voeren,,,allerlei onderhandelingen,in Florence en in Verona,2,5,-3,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
fotograferen,,,alle 600 boerderijen,op een achterbakse manier,3,4,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
aanbieden,,,zijn geloofsbrieven,in het paleis op de Dam in Amsterdam,2,8,-6,2,9,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
rijden,,,Atje,naar Schiphol,1,2,-1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
omschakelen,,,de gehele show,vanwege de explosie in de modewereld bewerkstelligd door de Franse huizen Yves Saint Laurent Courreges enz.,3,16,-13,3,23,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
betekenen,,,veel,voor Groningers,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
inzamelen,,,oude goederen en voorwerpen,na zijn pensionering als mijnwerker van de Domaniale,4,8,-4,3,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
hebben,,,het universiteitsleven,tot onderwerp,2,2,0,3,1,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
ontmoeten,,,premier Stoph,buiten Oost-Berlijn,2,2,0,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
krijgen,,,het,in Deventer,1,2,-1,7,5,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
brengen,,,ze,naar het Noorderplantsoen,1,3,-2,6,3,indefinite,definite,pronominal,nonpronomial,preposition,shifted,preverbal
betalen,,,50 gulden,binnen een week,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
zetten,,,de vordering,via de gerechtelijke instanties,2,4,-2,7,3,definite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
aanhouden,,,de dader van een steekpartij die in de nacht van maandag op dinsdag in Leeuwarden plaatshad,op verdenking van poging tot doodslag,16,6,10,22,4,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
aanbrengen,,,een rits,in de zij- of middenachternaad,2,5,-3,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
dragen,,,het,op rok of broek,1,4,-3,6,4,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
verduidelijken,,,haar taak en haar doel,in deze vergadering,5,3,2,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
stoven,,,het vlees,Met het deksel op de pan,2,6,-4,3,8,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
mengen,,,De drooggekookte rijst,met 1 lepel boter en 3 lepels fijngesneden peterselie,3,9,-6,10,7,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
aanleggen,,,dijken,in de 13e eeuw,1,4,-3,2,3,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
brengen,,,de fracties,bij elkaar,2,2,0,4,2,definite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
uitkeren,,,het ongelooflijke bedrag van dertig Nederlandse centen,per dag,7,2,5,7,1,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
vieren,,,zijn overtollige levenslust,in de dorpsbars,3,3,0,3,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
schrijven,,,een gedicht,in m'n leven,2,3,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
afhalen,,,zijn postpakket,op het postkantoor,2,3,-1,5,2,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
uitspreken,,,zijn bange vermoedens over zijn wat labiele zoon,tegenover de plaatselijke politie,8,4,4,7,10,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
antwoorden,,,het volgende,op uw vraag,2,3,-1,1,3,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
verhalen,,,zo'n gebeurtenis,op het kind,2,3,-1,4,1,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
laten,,,zijn keuze,voor de vestiging van een acrylvezelfabriek,2,6,-4,2,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
stellen,,,71 personen,in totaal,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
stilzetten,,,auto's,op een kruispunt,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
hebben,,,begrip,voor deze nieuwe aanpak,1,4,-3,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
stellen,,,vragen,aan B en W,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
storten,,,ruim 100.000 betonblokken,in het water,3,3,0,4,1,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
brengen,,,de kinderserie De Woefs en de Lamaars,op het scherm,7,3,4,12,2,definite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
gooien,,,de zaak,voor de arbitragecommissie van de KNVB,2,6,-4,7,4,definite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
voorlichten,,Acc,zich,door een adviescollege onder leiding van prof. Brasz,1,8,-7,10,7,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
verslaan,,,EAVV,met 3-1,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
zien,,,kans,in de nacht van vrijdag op zaterdag,1,7,-6,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
bevestigen,,,de tekst van het lutherlied,aan de kerkdeuren,5,3,2,8,2,definite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
brengen,,,de pamfletten,op de daar geparkeerde auto's,2,5,-3,8,3,definite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
houden,,Acc,zich,met latijnsAmerika,1,2,-1,5,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
hebben,,,de meest onrechtvaardige behandeling,voor zijn gevoel,4,3,1,1,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
verwerken,,,slechte bedrijfsuitkomsten,voor het vierde achtereenvolgende jaar,2,5,-3,3,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
ontlasten,,,de hoogleraar-voorzitter,van veel werk,2,3,-1,4,1,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
hebben,,,een sterk aanzwellend karakter,in latere jaren,4,3,1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
verwerpen,,,een verzoek van de plaatselijke afdeling van de Partij van de Arbeid,in eerste instantie,12,3,9,12,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
krijgen,,,beweging,in de auto,1,3,-2,5,2,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
houden,,Acc,zich,in een luchtbel op de bodem van de auto,1,9,-8,14,11,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
trekken,,,de wagen,met een vrachtauto en een kabel,2,6,-4,6,11,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
begroeten,,Acc,hem,met een joviale klap op de schouder en een hallo Ray,1,11,-10,15,11,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
zeggen,,,het,met de woorden van Meneer De Uil,1,7,-6,9,6,indefinite,definite,pronominal,nonpronomial,preposition,shifted,preverbal
brengen,,,de dieren van het populaire tv-Fabeltjesbos,naar dat grote witte bioscoopdoek,6,5,1,12,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
schilderen,,,STAGE,op zijn rode helm,1,4,-3,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
overspoelen,,,Rotterdam,vanaf vandaag,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
maken,,,de laatste vlucht,met de DC-3,3,3,0,1,4,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
zoeken,,,een ander huis,voor me,3,2,1,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
maken,,,een toeristenfilm,op Ibiza,2,2,0,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
aanspannen,,,een proces,tegen de gemeente Doornspijk,2,4,-2,5,2,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
hielen,,,toezicht,in het huis van bewaring,1,5,-4,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
meten,,,het C02 gehalte,op het parkeerterrein bij de Ahoyhallen,3,6,-3,8,5,definite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
brengen,,,zijn ploeg,aan de leiding,2,3,-1,5,2,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
brengen,,,Wim Kras,op onreglementaire wijze,2,3,-1,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
leveren,,,geen slag,op voor hen betrekkelijk vreemd terrein,2,6,-4,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
doen,,,de cheques van de oliemaatschappijen die een toewijzing hebben gekregen,in zakken,10,2,8,13,1,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
zien,,,mijn gezicht,op de televisie,2,3,-1,4,1,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
vormen,,,de belangrijkste factoren,in combinatie met de nieuwe vormen van arbeidersactie in Frankrijk en Italie,3,12,-9,2,11,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
kiezen,,,Ridderkerk,in juli van dit jaar,1,5,-4,3,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
gooien,,,olie,op het vuur,1,3,-2,4,1,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
bereiken,,,volledige overeenstemming,na urenlang overleg,2,3,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
oefenen,,,de Eerste Kamer,op hem,3,2,1,4,1,definite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
behalen,,,hetzelfde aantal zetels als thans 41,bij de verkiezingen,6,3,3,8,10,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
vinden,,,een geschikte vervanger,voor 1 januari,3,3,0,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
hangen,,,een bord met vijf gulden per uur,aan zijn deur,7,3,4,9,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
hebben,,,een heel andere opvatting,op die punten,4,3,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
scheppen,,,veel vijanden,door haar opdrijven van de huren in haar pensions die deels bezet waren door buitenlandse werknemers,2,16,-14,1,18,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
regelen,,,een vakantie in Spanje,via het reisbureau Flat Car,4,5,-1,4,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
snijden,,,De cake,aan blokjes,2,2,0,3,1,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
hebben,,,iets,met de bommelding,1,3,-2,6,3,indefinite,definite,pronominal,nonpronomial,preposition,shifted,preverbal
maken,,,het winnende doelpunt,bij een belangrijke voetbalwedstrijd,3,4,-1,1,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
winnen,,,een groot bedrag,in de voetbalpool,3,3,0,5,2,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
helpen,,,een land,met ontwikkelingsgelden,2,2,0,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
houden,,,tienduizenden gevangenen terecht of ten onrechte beschuldigd van communisme,zonder proces,9,2,7,14,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
verraden,,,de positie van hun regiment,aan de noordelijken,5,3,2,7,1,definite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
gooien,,,een lading stencils,over de hofauto,3,3,0,5,1,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,preverbal
voorzien,,,zijn spitsspelers,van zuivere passes,2,3,-1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
opeten,,,circa 61 percent van de nationale koek,in 1970,7,2,5,6,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
evenaren,,,de prestatie van DOTO,in de competitie voor de zaterdagamateurs,4,6,-2,3,8,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
vellen,,,de Spakenburgers,met bij vlagen uitstekend voetbal,2,5,-3,1,3,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
brengen,,,de stand,tot 2-1,2,2,0,5,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
sluiten,,Acc,zich,bij bestaande actiegroepen,1,3,-2,6,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
stellen,,Acc,zich,achter de krakers,1,3,-2,5,2,indefinite,definite,pronominal,nonpronomial,preposition,shifted,preverbal
vinden,,,geen geweldigde nieuwe ideeen,in de welzijnsnota,4,3,1,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
