Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
פתח,,,את ה מעגל,ב עצמם,3,2,1,5,7,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
הפקיע,,,כל סמל לאומי,מ עצמם,3,2,1,6,4,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
החדיר,,,את ה השקפה ש סמלים לאומיים ו בעיקר ה התרגשות מן_ _הם קשורים ל השקפות ימניות ו מוליכים אל_ _הן,ל ה_ ציבור ה ישראלי,20,5,15,8,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
חיפש,,,חיזוקים ו סמלים,ל_ _הוא,3,2,1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
הפיק,,,אותו רגש הזדהות ו מסקנה לאומית לא פוליטית ש יצרו בשעתו סמלי ה גבורה,מן_ _הוא,14,2,12,4,2,definite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
הביע,,,את התרגשות_ _של_ _הם,באמצעות סמלים לאומיים או דתיים,4,5,-1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
המציא,,,את ה שואה,ל צורך_ _של_ _הוא ה פוליטיים,3,6,-3,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הזעיק,,,רבבות בני אדם,ל אסיפה או הפגנה כלשהי,3,5,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הצית,,,את ה איבה ל ה_ ערבים,ב מוות_ _של_ _הוא,6,4,2,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
הרחיב,,,את מסגרת ה התמרדות ב שלטון ה כיבוש,ל מלחמה ב ה_ עם ה יהודי,8,7,1,2,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הרים,,,את ה כפפה ש נזרקה לעבר_ _הוא,מ ה צד ה ערבי פלשתיני,7,6,1,3,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
שם,,,לב,ל ה_ ניסוח,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
סיבך,,,את ה תנועה,עם ה שלטונות ה ממונים על שמירת ה חוק ו ה סדר,3,12,-9,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
נקם,,,את רצח כהנא,ב ערבים באשר הם ערבים,3,5,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הקל,,,ראש,ב ה_ ידיעה כי ייתכן ש בודדים ב ה_ תנועה מכינים או יכינו ב ה_ ימים ה קרובים רשימות של ערבים אנשי שמאל ו תקשורת ו יסמנו את_ _הם כ מטרות ל פגיעה ה ארץ 811,1,36,-35,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הכין,,,רשימות של ערבים אנשי שמאל ו תקשורת,ב ה_ ימים ה קרובים,7,5,2,10,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
סימן,,,את_ _הם,כ מטרות ל פגיעה,2,4,-2,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
ביצע,,,רציחות,ב ה_ בקעה ו ב אשקלון,1,6,-5,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
רצח,,,שתי חיילות,ב צומת אלונים,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
למד,,,לקח,מ ה עובדה ש אנשי כך סילקו את_ _הם מ ה לוויה,1,12,-11,6,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
סילק,,,את_ _הם,מ ה לוויה,2,3,-1,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
ראה,,,פטריוט יהודי,ב מאיר כהנא,2,3,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
חנן,,,עבריינים,מבין תומכי כהנא ש נשפטו כ ה_ דין,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
השמיע,,,את קול_ _של_ _הוא,נגד כל רצח,4,3,1,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
שם,,,סכר,מפני תעמולה_ _של_ _היא של תנועת כך,1,7,-6,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
פתר,,Acc,את _היא,באמצעות רדיפת ערבים ב ירושלים ו ב התנקשויות ב יהודים ש אינם רואים ב המשך ה כיבוש פתרון של קבע,2,20,-18,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
ראה,,,פתרון של קבע,ב המשך ה כיבוש,3,4,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
שחרר,,,לא רק את ה פלשתינאים אלא גם את_ _אנחנו,מ עול ה כיבוש,9,4,5,2,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
מנע,,,רציחות פוליטיות,ב ה_ מדינה,2,3,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
העביר,,,את ה בעיה,אל ה גבול,3,3,0,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
תיאר,,,את_ _הוא,כ גדול ה כהניסטים ב משפחה_ _של_ _הוא,2,8,-6,2,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
תיאר,,,את עצמו,כ מבטא_ _של_ _היא ה נאמן של ה אידיאולוגיה ה ציונית,2,11,-9,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
שלף,,,סמרטוט צבעוני,מ כיס_ _של_ _הוא,2,4,-2,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
קרע,,,את_ _הוא,ל גזרים,2,2,0,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
עשה,,,שירות טוב,ל ה_ דמוקרטיה ה ישראלית,2,5,-3,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ייצג,,Acc,את _היא,ב הלוויה_ _של_ _הוא,2,4,-2,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
הציג,,,את גירוש_ _של_ _הם ל ירדן,כ מחווה הומניטרית,6,3,3,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
העריך,,,את ה התפתחות ה רעיונית ה זאת,אל נכון,7,2,5,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
שמע,,,את חדשות ה בי - בי - סי,ב_ _הוא,8,2,6,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
עשה,,,משהו,גם ל טובת ה היסטוריה,1,5,-4,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
העניק,,,את ה תואר חסיד אומות ה עולם,ל_ _הוא,7,2,5,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
נטע,,,עץ חרוב,ב ה_ שדרה ש ב אתר יד ו שם ב ירושלים,2,11,-9,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
שחזר,,,מערכת יחסים מוזרה של חתול ו עכבר ש נרקמה בין_ _הוא לבין ה גרמנים,ב ספר_ _של_ _הוא,14,4,10,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
שיתף,,,פעולה,ב מעשה קונדס,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
גרר,,,את_ _הוא,מ בית ה מרקחת,2,4,-2,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
ירה,,,ירייה אחת,מתוך אקדוחו,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
צחק,,,צחוק גדול,ל_ _הוא,2,2,0,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
שטף,,,את קרקוב,ב מהלך ה מאה,2,4,-2,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
שאל,,,את_ _הוא,על ה יהודים,2,3,-1,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
עשה,,,את ה הבדל,בין מי ש הצילו יהודים לבין מי ש יכלו להצילם את _הם ו לא עשו זאת,3,16,-13,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ייסר,,,את עצמו,על ש לא עשה יותר,2,5,-3,2,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
מסר,,,דרישת שלום,ל כל מי ש עוד זוכר את_ _הוא אולי,2,9,-7,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
שלח,,,ברכות ל חג ה מולד,ל_ _הוא,5,2,3,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
אימץ,,,את_ _היא,אחרי ה מלחמה,2,3,-1,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
נוצר,,,קשר מיוחד,בין_ _הם,2,2,0,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
עורר,,,מחשבה,לגבי אינדוקטרינציה פוליטית מ טעם משרד ה חינוך ש אין מקום_ _של_ _היא ב מסע יזכור,1,16,-15,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ניהל,,,ויכוח,ב נושא ה טקסים ה מרובים,1,6,-5,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
רשם,,,כל מלה ש נאמרה כל שיר ש הושר כל בדיחה ש סופרה,ב פנקס_ _של_ _אתה ה קטן,12,6,6,8,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
פתח,,,את סגור לב_ _של_ _אנחנו,ב פנים_ _של_ _את,5,4,1,6,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
שם,,,דגש חזק יותר,על ה לקח ה הומניסטי דיכוי ה גזענות ביצור ה דמוקרטיה ו כו,3,13,-10,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
שילב,,,היכרות עם פולין של היום,ב ה_ נסיעה ה זו,5,5,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
שם,,,לב,ל מה ש קורה מסביב,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הגדיר,,,את עצמי,כ יהודי קונסרווטיווי,2,3,-1,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
חש,,,שנאה עזה,כלפי יהודים חרדים,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ראה,,,טפילים,ב_ _הם,1,2,-1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
_,,,חוקי הלכה,על ה מדינה,2,3,-1,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ראה,,,את ה זוועות ש עברו על עם_ _של_ _אנחנו,ב פולין,9,2,7,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
חש,,,שנאה,כלפי אותם טפילים אנטי ציוניים,1,5,-4,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
סינן,,,גידוף,מבין שן_ _של_ _אני,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
המשיך,,,את ציטוט דבר_ _של_ _אני,ב מקצת,5,2,3,4,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
הדגים,,,את אשר אירע ל_ _אנחנו אז,לאורך כ חמישה עד שמונה מטרים,6,6,0,9,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
חיפש,,,פרצה,ב ה_ גדרות,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הכניס,,,מעט קלילות,ב דבר_ _של_ _אני,2,4,-2,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
לבש,,,צליל יידישאי,ב חלק_ _של_ _הן,2,4,-2,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
קרא,,,מעין פואמה ש נושא_ _של_ _היא ה עיקרי בירקנאו של_ _אני,ל ה_ תלמידים,11,3,8,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
דיכא,,,את ה רוח,ללא פאתוס מיותר,3,3,0,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
חיפש,,,את דרכי ה ביטוי של_ _הוא,ל עצמו,6,2,4,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
שם,,,כסף,על הימור,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ראה,,,את ה תמונה,ב צורה כ ה_ זאת,3,5,-2,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
זכר,,,את_ _הוא,ב מערכת ה בחירות ב שנת 37,2,7,-5,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
נתן,,,יד,ל פגיעה ב יהודי,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
נתן,,,ביטוי,ל דבר ש אפשר לקרוא ל_ _הוא חרטה,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
קרא,,,חרטה,ל_ _הוא,1,2,-1,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
הרחיק,,Acc,את _הוא,מ ה כנסת,2,3,-1,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
אימץ,,,קו תקיף יותר,ב ה_ הקשר ה זה,3,5,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
השיב,,,מלחמה,ב כל ה קשור ל האשמות ב גזענות,1,8,-7,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הביא,,,עמדות של ישראלים,ל ה_ קוראים ה ערבים,3,5,-2,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
חזר,,,את ה ראיון ה מקורי,לאחר ה רצח,5,3,2,11,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
ראה,,,זרים ש באו להשתלט על ארץ_ _של_ _הם ו על אדמה_ _של_ _הם,ב_ _הם,13,2,11,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
ראה,,,ברכה,ב מעשה_ _של_ _הוא,1,4,-3,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
גרם,,,נזק עצום,ל ישראל,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
האשים,,,את_ _הוא,ב אחריות ישירה ל אירועי ה דמים ב הר ה בית,2,11,-9,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
ייחס,,,את הענקת ה פרס,לא ל זכות_ _של_ _הוא אלא ל זכות_ _של_ _היא של ה פרסטרויקה,4,13,-9,2,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
העניק,,,את ה פרסים הללו,ל נזירות ה מטפלות ב יתומי כלכותה,4,7,-3,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
העדיף,,,את ה פרוזה ה ביקורתית של_ _הוא,על פני שירה_ _של_ _הוא ש היא כ כלות הכל זו ש זיכתה את_ _הוא ב ה_ פרס,7,18,-11,3,9,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
זיכה,,,את_ _הוא,ב ה_ פרס,2,3,-1,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
העניק,,,את ה פרס,ל_ _אני,3,2,1,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
_,,Acc,את _אני,על טעות_ _של_ _אני,2,4,-2,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
החזיק,,,מעמד,גם לאחר כל מיני ה פרל ס. בק ו דומיהן,1,10,-9,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
מצא,,,טעמים אחרים,ל קיום_ _של_ _הם של ה פרסים ה ספרותיים,2,9,-7,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
השאיר,,,זמן ל קריאת ספרים,ל_ _הוא,4,2,2,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
הוציא,,Acc,את _הוא,מ אלמוניות_ _של_ _הוא,2,4,-2,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
העניק,,,את ה פרס,ל שקספיר,3,2,1,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
שטף,,,מכוניות,ב תל - אביב,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
העביר,,,את ה ניחוח ה מיוחד את דופק ה חיים של ישראל ו במיוחד את תל - אביב של ראשית שנות ה ששים,ל ה_ קורא,22,3,19,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
מצא,,,את פרנסה_ _של_ _הם,ב חיזור אחר תיירות אמריקאיות עשירות ב חופי ה ים של תל - אביב ו חיפה ו ב חוף ה כינרת ב טבריה,4,23,-19,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הרג,,,את ה כלב,ב ה_ שנית,3,3,0,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
עיצב,,,את_ _הוא,כ סופר,2,2,0,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
משך,,,את עט_ _של_ _הוא,לא רק ב כתיבה ספרותית אלא גם ב ביקורות קולנוע ו ספרות,4,12,-8,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ראה,,,אור,ב 6591 שנה רבת מתח ו אירועים ב פולין ה פוסט סטליניסטית,1,12,-11,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
נתן,,,ביטוי,ל מרד ה נעורים ו ל ה_ אכזבה ה מרה של ה דור ה צעיר מ ה הבטחה ה קומוניסטית,1,20,-19,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ראה,,,את ה מקביל ה פולני ל ה_ דור של ה יוצרים ה צעירים ה זועמים מ אנגליה ש ביטאו ב עזרת קולנוע ו כתיבה נאו ריאליסטית את ה חיים כפי ש הם,ב_ _הוא,32,2,30,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
ביטא,,,את ה חיים כפי ש הם,ב עזרת קולנוע ו כתיבה נאו ריאליסטית,6,7,-1,11,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
העלה,,,את ולדיסלב גומולקה,ל ה_ שלטון,3,3,0,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
פינה,,,מקום_ _של_ _היא,ל אכזבה ו תסכול,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הקנה,,,את הערצת ה צעירים,ל_ _הוא,4,2,2,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
הביא,,,את חרון אף_ _של_ _הם של ה בוסים ה קומוניסטים ו גם של ה כנסייה ה קתולית ש השימו עצמם להיות שומרי ה חומות של ה תרבות,על_ _הוא,27,2,25,4,2,definite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
גינה,,,את_ _הוא,על העדר אידיאולוגיה ו קולקטיוויות,2,5,-3,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
מסר,,,את שני ה סיפורים,ל כתב ה עת רב ה השפעה קולטורה ביטאון בלתי רשמי של ה פזורה ה אנטי קומוניסטית ב פריס,4,19,-15,5,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
סידר,,,כרטיס טיסה,ל_ _הוא,2,2,0,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
מצא,,,במה ספרותית בקרב ה עולים ה חדשים מ מולדת_ _של_ _הוא,ב ישראל,11,2,9,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
הפך,,,את ה ספרייה ה פולנית ב רחוב אלנבי,ל מרכז_ _של_ _הם ה רוחני תרבותי,8,7,1,3,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ראה,,Acc,את _הוא,"גם ב חו""ל",2,3,-1,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
לקח,,,את_ _היא,ל ה_ חדר ב בית ה מלון,2,7,-5,2,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
לקח,,,את_ _הוא,עם_ _היא,2,2,0,2,4,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,postverbal
ניהל,,,פרשת אהבים,עם איש_ _של_ _הוא,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
הציב,,,אולטימטום אני ו ה כסף או חבר_ _של_ _אתה,ל פולנסקי,9,2,7,3,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
קיבל,,,תרומות,מ סופר אחר מ מוצא פולני ש עשה זאת ב אמריקה יזי קושינסקי,1,13,-12,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
שלח,,,שליח,ל ה_ ארץ,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
