Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
बिता,,Nom,अच्छी छुट्टियाँ,पाँच हजार से लेकर बीस हजार रुपए में,2,8,-6,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Acc,सैलानियों को,खासतौर पर,2,2,0,5,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
दबा,,Nom,उँगली,दाँतो तले,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
लगा,,Nom,चार चाँद,यहाँ की खूबसूरती में,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
है,,Nom,बेहद अनोखा अनुभव,अपने आप में,3,3,0,1,5,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
कर,,Acc,इसकी खूबसूरती को,अपने अंदर,3,2,1,5,3,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,preverbal
बन,,Acc,इस बाग को,1528 ई. में,3,3,0,5,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
रख,,Nom,बुद्ध और उनके शिष्यों के अवशेष,इन स्तूपों में,6,3,3,1,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
पा,,Nom,बुद्ध के दो शिष्यों सारिपुत्र और महामोगल्लेना के अवशेष,इस स्तूप के अंदरूनी भाग में,9,6,3,1,11,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
देख,,Nom,प्राचीन बौद्ध विहारों के भग्नावशेष,साँची में,5,2,3,1,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बाँट,,"Acc,Dat",जिसे,बाद में,1,2,-1,5,4,indefinite,indefinite,pronominal,nonpronomial,postposition,shifted,preverbal
जुड़,,Acc,देश के सभी बड़े शहरों से,हवाई मार्ग से भी,6,4,2,2,9,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
फिल्‍मा,,Nom,वहीदा रहमान का मशहूर गीत आज फिर जीने की तमन्‍ना है,इसी बाउंड्रीवाल पर,11,3,8,9,15,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
हरा,Acc,Acc,मोहम्‍मद खिलजी की सेनाओं को,युद्ध में,5,2,3,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
उकेर,,Acc,हिंदू देवी देवताओं की मूर्तियों और पौराणिक कथाओं को,पूरे स्‍तंभ में,9,3,6,5,12,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
देख,,Nom,वह छवि,तालाब के सामने स्थित दुमंजिला बरामदे में लगाए गए आईने में,2,11,-9,14,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Nom,जिसमें लगी तुलसी की महक,बहुत दूर से,5,3,2,5,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
रह,,Nom,जिसका पानी,80 डिग्री सेल्सियस तक,2,4,-2,6,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
उबाल,,Nom,आलू और चावल,इस कुंड में,3,3,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,Acc,Nom,220 किमी का सड़क मार्ग,ऋषिकेश से,5,2,3,2,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
रख,,Nom,गर्म कपड़े,अपने साथ,2,2,0,2,5,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
बना,,Nom,नृत्‍य करती महिलाओं की सुंदर प्रतिमाएँ,इसकी दीवारों पर,6,3,3,1,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बन,,Acc,खजुराहो की शिवसागर झील के किनारे स्थित इस मंदिर को,ग्रेनाइट के पत्‍थरों से,10,4,6,6,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
बना,,Nom,एक हजार छोटे छोटे शिवलिंग,इसके शिवलिंग पर,5,3,2,1,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बना,,Nom,अनगिनत देवी देवताओं की प्रतिमाएँ,इस पर,5,2,3,1,8,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
कर,,Nom,पक्षी,टेलीफोन पर,1,2,-1,4,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
खोल,,Acc,मंदिर को,बहुत धूमधाम से,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
रोक,,Nom,बुवाई का काम,इन 3 दिनों में,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,दीप,कार्यक्रम में,1,2,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
दिखा,Nom,Nom,यह फिल्म,अपने प्रधानमंत्री को,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
करा,,Nom,पंचायत चुनाव,राज्य में,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
ले,,Nom,यह निर्णय,पिछले सप्ताह धनबाद में हुई अपनी सेंट्रल कमेटी की बैठक में,2,11,-9,12,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
रख,Acc,Nom,संबंध,माओवादियों से,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,प्रतिक्रिया,माओवादियों के इस निर्णय पर,1,5,-4,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
करा,,Nom,पंचायत चुनाव,२००१ में,2,2,0,2,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,Acc,Nom,अपने मॉडलिंग का सफर,नोएडा से,4,2,2,2,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Acc,रिलायंस के वाइस चेयरमैन अनिल अंबानी से,प्रस्तावित ३७४० मेगावाट की गैस आधारित बिजली परियोजना पर,7,9,-2,3,10,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बना,,Nom,समान दूरी,कांग्रेस और भाजपा से,2,4,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
दे,,Nom,गलत दवाइयां,जेल में,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
उतार,Acc,Acc,खलीफा को,गद्दी से,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Nom,१५०० हिंदुओं के कत्ल और बीस हजार लोगों का धर्मपरिवर्तन,१९२३ के मालाबार दंगों में,10,5,5,7,12,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,राष्ट्रीय समाज अथवा हिंदुओं को बचाने और बसाने का काम,इन हालात में,10,3,7,7,18,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,कोई समझौता,विचारधारा से,2,2,0,2,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
भेज,,Nom,चुनाव चिन्ह,उनके आवास पर,2,3,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
रख,,Acc,सिर्फ २३७६१७ कैदियों को ही,समस्त जेलों में,5,3,2,3,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
जा,Acc,Acc,जेलों में सड़ते इन विचाराधीन कैदियों को,अवसाद में,7,2,5,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Nom,एक प्रस्ताव,बर्लिन में,2,2,0,2,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बता,,Acc,१९९३ के मुंबई बम विस्फोटों के जिम्मेदार दाऊद को,संयुक्त राष्ट्र की इस सूची में,9,6,3,10,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
दे,,Acc,अपनी आतंकी गतिविधियों को,वहीं से,4,2,2,3,7,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
बना,Acc,Nom,सरकार,बिहार में,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
रख,,"Acc,Dat",उन्हें,राजस्थान में,1,2,-1,3,2,indefinite,indefinite,pronominal,nonpronomial,postposition,shifted,preverbal
देख,,Nom,भारत और पाकिस्तान के बीच बढ़ते संबंधों का असर,कश्मीर के किचन में भी,9,5,4,6,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
खरीद,,"Acc,Dat",इसे,किराना दुकान में भी,1,4,-3,5,3,indefinite,indefinite,pronominal,nonpronomial,postposition,shifted,preverbal
बना,,Acc,पाकिस्तानी रॉक साल्ट की अनुपलब्धता को,घाटी में,6,2,4,8,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Nom,जो आउटफिट,२००३ में,2,2,0,2,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
पहना,,Acc,रानी मुखर्जी को,बंटी और बबली में,3,4,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
पहन,,Acc,रानी मुखर्जी को,एक फिल्म के प्रचार के सिलसिले में,3,7,-4,9,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
देख,,"Acc,Dat",इसे,एक पत्रिका में,1,3,-2,15,13,indefinite,indefinite,pronominal,nonpronomial,postposition,shifted,preverbal
सौंप,,Nom,अपना इस्तीफा,नई सरकार के शपथ ग्रहण करने के एक दिन बाद,2,10,-8,15,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
बना,,Acc,वोहरा को,पद पर,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
ला,,Acc,किसी और को,उनके स्थान पर,3,3,0,2,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
रोक,Acc,Nom,खूनखराबा,राज्य में,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,Acc,Acc,कश्मीर के विभिन्न विचारधाराओं वाले दलों को,वार्ता में,7,2,5,3,10,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
लगा,Acc,Nom,नया आलू,आलू के खेत में,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मंगवा,,Nom,२० हजार ट्यूबर,कनाडा से,3,2,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
लगा,,Nom,एक बड़ा प्रोजेक्ट,गुजरात में,3,2,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Acc,प्रोग्रामों को,कंप्यूटरों से,2,2,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Acc,फाइल को,किसी रूसी वेबसाइट से,2,4,-2,3,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
पड,,Nom,एक महिला की मदद को कथित रूप से पांच सौ रुपये देना,अस्पताल में,12,2,10,2,15,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,वोटर को रिश्वत देने का मामला,जॉर्ज व उनके कुछ साथियों पर,6,6,0,2,9,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
ले,,Acc,बच्चों को,गोद में,2,2,0,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Nom,मामला,इसके जवाब में,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
ले,,Acc,इस मसले को,संज्ञान में,3,2,1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
करा,,Nom,यह पैसा,मठ के इंडियन बैंक एकाउंट में,2,6,-4,8,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Acc,कांग्रेस नेता शिवराज पाटिल व पी. एम. सईद को,मंत्रिमंडल में,9,2,7,9,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,"Acc,Dat",जो लोग चुनाव हार चुके हैं उन्हें,सरकार में,7,2,5,5,4,indefinite,indefinite,pronominal,nonpronomial,postposition,shifted,preverbal
मार,,Nom,२३०० लोग,उत्तरी अल्जीरिया में,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,१००० लोग,उत्तरी अफगानिस्तान में,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,१३ हजार लोग,भारत के गुजरात प्रांत में,3,5,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,२४०० लोग,ताइवान में,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,१७ हजार लोग,पश्चिमी तुर्की में,3,3,0,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,११७१ लोग,पश्चिमी कोलंबिया में,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,६००० लोग,जापान के कोबे शहर में,2,5,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,५० हजार लोग,उत्तर पश्चिम ईरान में,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,२५ हजार लोग,उत्तर पश्चिम आर्मेनिया में,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,९५०० लोग,मध्य मैक्सिको में,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,२५ हजार लोग,उत्तर पूर्वी ईरान में,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,,"२ लाख ४०,०००",चीन के तंगहान शहर में,3,5,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,२२ हजार ७७८ लोग,ग्वाटेमाला में,4,2,2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,३३ हजार लोग,तुर्की के इर्जीकैन में,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,२८ हजार लोग,चिली के चिलान शहर में,3,5,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मार,,Nom,१ लाख ४० हजार लोग,जापान के टोकियो याकोहामा में,5,5,0,1,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
लड,,Nom,लड़ाई,किसानों और बेरोजगार युवाओं के हक में,1,7,-6,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बना,Acc,Nom,एक धारावाहिक,महाराजा रंजीत सिंह पर,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
उखाड,Acc,Nom,शिवसेना की जड़ें,महाराष्ट्र में,3,2,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कह,,Acc,कोई टीका टिप्पणी नहीं करने को,इस मामले पर,6,3,3,2,9,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
चला,Acc,Nom,यह प्रशिक्षण शिविर,देश के अन्य राज्यों में,3,5,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,Acc,Nom,प्रशिक्षण शिविर,देश भर में,2,3,-1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
पहुंचा,Acc,Acc,सेंसेक्स को,नई ऊंचाइयों पर,2,3,-1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Nom,गन्ने का न्यूनतम मूल्य १३५ रुपये क्विंटल,पड़ोस के राज्य में,7,4,3,4,12,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बढा,,Nom,गन्ने का समर्थन मूल्य,आगामी २ जनवरी को,4,4,0,1,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Acc,इन कैदियों को,रविवार को ही,3,3,0,3,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
ले,,Nom,पासपोर्ट एक्ट का मामला,इनके खिलाफ,4,2,2,2,7,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
कर,,Acc,चुनाव आयोग को,इसके अलावा उसी दिन दागी सांसदों के खिलाफ की गई कार्रवाई से,3,12,-9,3,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
पहुंच,,Nom,खरीफ फसलों को,पिछले कुछ दिनों देश के अधिकांश हिस्सों में हुई बारिश से,3,11,-8,4,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
पहुंच,,Acc,खरीफ फसलों को,बारिश से,3,2,1,4,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
पहुंचा,,Acc,फसलों को,बारिश से,2,2,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बेच,Acc,Nom,हिस्सेदारी,सेल में,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
मिल,,Nom,भारत और पाकिस्तान के विभाजन से छिन्न भिन्न हुए परिवारों का दर्द,मंगलवार को,12,2,10,11,10,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Acc,इस भावुक दृश्य को,शब्दों में,4,2,2,6,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
ले,Acc,Acc,विपक्ष को,विश्वास में,2,2,0,5,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
ले,,Nom,इस प्रस्ताव पर हस्ताक्षर करने का फैसला,कैबिनेट में,7,2,5,3,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
ले,,Nom,विपक्षी राजनीतिक दलों की राय,इस मामले में,5,3,2,6,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
हटा,Acc,Nom,फौजें,सियाचिन और कुपवाड़ा से,1,4,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,इसका ब्यौरा,अभी तक,2,2,0,5,4,indefinite,indefinite,nonpronomial,pronominal,postposition,shifted,preverbal
मना,Acc,Acc,पासवान को,अभी तक,2,2,0,2,4,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
कर,,Acc,कारों को,समूह द्वारा २.५ करोड़ रुपये का आयात शुल्क नहीं चुकाए जाने के आरोप में,2,14,-12,3,5,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,रेंटल व्यापार की योजना,बाद में,4,2,2,2,7,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,मामला,इस संबंध में,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
छोड,,Nom,फैसला,ग्रामीणों पर,1,2,-1,3,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
है,,,वरदान से कम,उनके लिए,3,2,1,2,6,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
कर,,Nom,घड़े मटके,घरों से,2,2,0,2,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
परोस,Acc,Nom,चाय,प्लास्टिक के गिलास में,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Nom,आकर्षण,बचत योजनाओं में,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
भुना,,Acc,सोनिया के इस कथित त्याग को,निश्चित रूप से,6,3,3,2,8,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
हटा,Acc,Nom,सेना,सियाचिन से,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
हटा,Acc,Nom,सेना,सियाचिन से,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
हटा,Acc,Nom,सेना,सियाचिन से,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
बढ,,Acc,उड़ानों को,उसकी एक एयरलाइंस की भारत से,2,6,-4,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
रख,,Acc,अपनी विमान सेवाओं के हित को,ध्यान में,6,2,4,4,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
बढा,Acc,Nom,कंप्यूटर की प्रोसेसिंग पावर,देश में,4,2,2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
जोड,,Acc,तीस कंप्यूटरों को,क्लस्टर तकनीक से,3,3,0,5,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
कर,,Nom,आश्चर्य,विपिन के इस प्रयोग पर,1,5,-4,2,4,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
जोड,,Acc,कलक्ट्रेट के कंप्यूटरों को भी,विपिन की अत्याधुनिक तकनीक से,5,5,0,8,2,indefinite,indefinite,nonpronomial,nonpronomial,postposition,shifted,preverbal
हट,,Acc,प्रयास करने से,इसके लिए,3,2,1,4,7,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
कर,Acc,Nom,काम,आसपास की दुकानों में,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
चला,,Nom,पत्थर,जवाब में,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,postposition,nonshifted,preverbal
कर,,Acc,दुर्व्यवहार की घटना से,अपने साथ,4,2,2,3,7,indefinite,indefinite,nonpronomial,pronominal,postposition,nonshifted,preverbal
