Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
bestrijden,,,het vuur,met negen stralen,2,3,-1,2,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
doen,,,het,voor flo 8000,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
schetsen,,,de Rotterdamse situatie met een de laatste tien jaar verbijsterend toegenomen aantal alleenstaanden,in cijfers,13,2,11,3,15,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
weten,,,geen antwoord,op deze vraag van de president van de Rotterdamse rechtbank mr. G. J. E. Poerink,2,15,-13,20,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
verdienen,,,beneden zo'n vierhonderd frank 30 gulden bruto,per dag,7,2,5,4,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
delen,,,de prijs flo 260.000,met zijn Noorse collega Ragnar Frisch 74,4,7,-3,2,10,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
voorzien,,,een groei van het bedrijf,in de toekomst,5,3,2,5,3,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hervinden,,,zijn gezond verstand,op tijd,3,2,1,7,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
verslaan,,,Midland,met ruime cijfers 51-70,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hebben,,,weinig respect voor de status van de diplomaat,van oudsher,8,2,6,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
houden,,,rekening,met de gewoonten van de gastarbeiders,1,6,-5,4,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hebben,,,een vijf voor gymnastiek,op zijn rapport,4,3,1,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vraag,,,het,aan 100 Parijse moeders de helft boven de 45 jaar,1,10,-9,1,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
spreken,,,prijzende woorden aan het adres van het Griekse kolonelsregime,in een interview met onze redacteur G. v.d. Sandt gepubliceerd op 6 november jl.,9,14,-5,18,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
stellen,,,zijn ervaringen in Griekenland,tegenover die van de kolonel,4,5,-1,6,10,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
doen,,,een plezier,met een kleurenreportage van de spannende wedstrijd Derby Country-Liverpool,2,9,-7,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
maken,,,ernstige zorgen,over de toestand van de gemeentefinancien,2,6,-4,3,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
verwachten,,,zeer veel politieke wereldlijke activiteiten,van een paus,5,3,2,10,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hebben,,,kans om gelijk te komen met Tsjechoslowakije dat met zes wedstrijden uitgespeeld is en nu nog maar twee punten voorsprong heeft op de Hongaren,in groep 2 van de voorronden om het wereldkampioenschap voetbal,24,10,14,12,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hebben,,,de leiding,met vijf punten uit drie wedstrijden,2,6,-4,10,5,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
organiseren,,,een feestavond voor de Stichting Socutera ten bate van het hemofiele kind,op vrijdag 31 oktober '69,12,5,7,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
produceren,,,minstens een zo niet twee verhalen,per dag,6,2,4,7,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
veroveren,,,de eerste plaats,in Boedapest,3,2,1,8,5,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
overmeesteren,,,4 batsmen,voor 21 runs,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
laten,,,niets,aan het toeval,1,3,-2,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
nemen,,,4,voor 47,1,2,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
bieden,,,slechts 1000 ha,voor dit doel,3,3,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
blesseren,,,zijn linkervoet,even voor het einde van de derde set,2,8,-6,10,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
schuiven,,,de Rotterdammers,naar een 1-0 voorsprong,2,4,-2,2,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sluiten,,,het gebouw,voor studenten en de redactie van Folia-Civitatis,2,7,-5,4,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
krijgen,,,de nare smaak in de mond dat van tevoren de regeringsfracties met de minister het spel hebben doorgesproken,van het hele debat,18,4,14,7,4,definite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
graaien,,,circa flo 900,uit de kassa,3,3,0,3,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
richten,,,vernielingen,op een parkeerterrein in de nabijheid,1,6,-5,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
krijgen,,,de beschikking over een nieuw paviljoen op het Stadhuisplein,in het kader van de manifestatie C'70,9,7,2,10,7,definite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hebben,,,twee voordelen,voor de toerist,2,3,-1,6,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
wijzen,,,het protest,na ampel beraad,2,3,-1,2,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
brengen,,,een 1-0 voorsprong,in de 35ste minuut,3,4,-1,34,31,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
doen,,,enkele suggesties,in dit opzicht,2,3,-1,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
leveren,,,kansen,bij voortduring,1,2,-1,6,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
bevatten,,,voldoende onwaarschijnlijkheden,voor een af en toe gek verhaaltje,2,7,-5,3,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
publiceren,,,een document waarin de autoriteiten werd verzocht zo snel mogelijk met de democratisering van de regering te beginnen,in februari,18,2,16,12,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vormen,,,een welkome doorbreking van de dagelijkse sleur een opwindende roes als escape uit een te rationele en vertechniseerde wereld,voor velen,19,2,17,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
brengen,,,een bezoek,aan minister Beernink van Binnenlandse Zaken,2,6,-4,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
overhandigen,,,de sleutel,aan ds. B. van Zuijlekom,2,5,-3,23,25,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vormen,,,de zg. prijsindex van het dagelijks levensonderhoud,met die van eveneens met hulpgelden in te voeren textielgoederen gedroogde vis braadolie petroleum en een paar andere artikelen,7,19,-12,28,2,definite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
bieden,,,geen verzet,bij zijn aanhouding op de hoek van de Tweede Helmerstraat en Constantijn Huygensstraat,2,13,-11,15,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
gebruiken,,,het Italiaanse ANSA het Franse AFP het Duitse DPA of het Engelse Reuter,in veel gevallen,13,3,10,9,6,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
voegen,,,de honderden hectares groen,bij dit alles,4,3,1,6,4,definite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
krijgen,,,200 m2,tot zijn beschikking,2,3,-1,4,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
bellen,,,80000 in Hilversum,voor nadere inlichtingen,3,3,0,3,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tonen,,,goede vorm,in Hilversum,2,2,0,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
liggen,,,heel wat meer nadruk,op de historische ontwikkeling van het Movimiento dat zo verluidt het in 1937 voorlopig de naam van de Falange adopteerde,4,20,-16,5,9,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hebben,,,dat geheimzinnige iets dat een Kennedy wel en een Adlai Stevenson niet tot president maakte,voor de Amerikaan,15,3,12,6,3,indefinite,definite,pronominal,nonpronomial,preposition,shifted,postverbal
zeggen,,,de juiste dingen,op het goede ogenblik,3,4,-1,3,7,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
claimen,,,een derde gedeputeerden-zetel,op grond van de getalsverhouding in de staten van Drenthe,3,10,-7,5,11,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ruilen,,,een kanon,voor een leerkracht,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
doen,,,dat,door de aankoop van hooguit een glaasje drank,1,8,-7,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vormen,,,de kopgroep,in alle vijf kieskringen,2,4,-2,2,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
schrijven,,,hun namen,op deuren en glazen,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
eisen,,,een transferbedrag van twintig mille,van de Haagse club,5,4,1,6,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
leveren,,,problemen,op Schiphol,1,2,-1,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
schuwen,,,het in Rusland zo gebruikelijke gedisciplineerde trainingskamp,voor een groot deel,7,4,3,12,4,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
leggen,,,het accent,op de verdediging,2,3,-1,3,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
smijten,,,vijf straatklinkers,door een etalageruit,2,3,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
verwijderen,,,de orde verstoorders,van het kerkterrein,3,3,0,2,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
verwachten,,,een ongekend aantal uitvallers,ook in deze moordende Londen-Mexicoprestatietocht die wordt georganiseerd door het Engelse blad Daily Mirror,4,14,-10,21,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
behartigen,,,onderwijszaken,in het bijzonder,1,3,-2,4,3,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
rijden,,,haar echtgenoot,naar een vergadering van middenstanders in een nabijgelegen dorp,2,9,-7,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hebben,,,veel plezier,in al dat beweeg en het hyper-theatrale spel van deze Italianen dat vaak in verschillende hoeken van de zaal geboden werd,2,21,-19,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
weten,,,alles,van Tarzanfilms,1,2,-1,3,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
krijgen,,,nog eens twee,van koningin Wilhelmina,3,3,0,8,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
kloppen,,,Polen,met 6-1,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
presenteren,,,haar alternatieve dekkingsplan,in een nota aan het Overlegorgaan van de vakcentrales dat bezig is het gemeenschappelijk actieprogramma voor de jaren 1971-1975 op te stellen,3,22,-19,4,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hebben,,,geen baat,met bedreven tegenstanders als Radovic Strik Vos en Jensen,2,9,-7,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
brengen,,,een nieuw model,voor 1970,3,2,1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hebben,,,de leiding,"met 12,8 punt",2,3,-1,5,8,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
halen,,,de onenigheid,in huis,2,2,0,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
doen,,,dit,op verzoek van de ouders en / of de leerkrachten,1,10,-9,1,6,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
breken,,,zijn neus,in een oefenwedstrijd tegen Veendam,2,5,-3,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hielen,,,hun samenkomsten,op een afstand van 700 meter van elkaar,2,8,-6,4,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nemen,,,een voorzet van links,op de borst,4,3,1,2,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nemen,,,zijn toevlucht tot andere maatregelen,in Algiers,5,2,3,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
doen,,,flo 145.20,in de eerste periode,2,4,-2,5,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hebben,,,het,in dit opzicht,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
stellen,,,prijs,op een eengezinshuis,1,3,-2,11,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hielen,,,de landskampioenen,in het begin van de twee eerste sets,2,8,-6,3,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hebben,,,slechts een zetel in de staten,in Limburg,6,2,4,8,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vinden,,,de drie lichamen met ingeslagen schedels,in de keuken en de bar van het hotel,6,9,-3,3,9,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ontmoeten,,Acc,elkaar,in Rome,1,2,-1,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
kopen,,,te veel,op afbetaling,2,2,0,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
scheppen,,,een eetlepel,in een ijscoupe,2,3,-1,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
garneren,,,een sliert slagroom,om het ijs,3,3,0,5,3,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
bestrooien,,,het geheel,met geschaafde chocola,2,3,-1,2,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
kijken,,,onze ogen,met de andere bezoekers,2,4,-2,6,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
verlenen,,,geen voorrang,aan de 23-jarige Schiedammer A. de B.,2,7,-5,2,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
kondigen,,,een betoging voor het stadhuis,al voor de aanvang van de raadsvergadering speciaal belegd om de structuur van het openbaar lichaam Rijnmond te bespreken,5,19,-14,23,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
reiken,,,hun wapens,naar boven,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
bereiken,,,de eigenarentribune op Duindigt,vanaf het stalterrein,4,3,1,4,9,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
winnen,,,de ladderprijs,voor haar op 24 februari 1966 begonnen derde laddertocht,2,9,-7,15,24,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vellen,,,een vonnis,over de Bredanaars die immers slechts met moeite tot een gelijkspel waren gekomen,2,13,-11,6,9,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
organiseren,,,een samenspraak met de bewoners over de verkeersproblemen in de wijk,voor woensdag 8 oktober,11,4,7,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vinden,,,zijn vervolg,in een nieuwe serie Catootjes voorlopig een achttal en niet minder dan tienmaal het vervolgprogramma dat De vier weverkens is gaan heten,2,22,-20,4,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
weten,,,het fijne,van Verolme,2,2,0,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
krijgen,,,25 miljoen,van ons,2,2,0,3,5,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
laten,,,droge kleren,aan de vaste wal,2,4,-2,8,6,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
zoeken,,,samenwerking,met de Jonge Arbeiders Groep de enige groep die geen gezelligheidsvereniging is maar niet links of zo meer zoiets als de Werkende Katholieke Jeugd,1,24,-23,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
bouwen,,,het ene reuzengebouw na het andere voor de Eeg,in recordtempo,9,2,7,5,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
vormen,,,een blijvende bedreiging voor West-Europa,volgens de Conservatieve Partij,5,4,1,7,3,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
onderstrepen,,,hun rijpheid voor het echte professionele voetbal,tegen Spanje,7,2,5,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
verslaan,,,het reeds gedegradeerde SVV,op eigen terrein,4,3,1,9,5,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
lijden,,,zijn eerste competitienederlaag,in Eindhoven,3,2,1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
winnen,,,het prestigeduel,met 3-0,2,2,0,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
doen,,,iets goeds,met de bal,2,3,-1,2,6,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
bieden,,,jachtreizen naar de overwinteringsgebieden dezer vogels met name in Afrika,onder voordelige voorwaarden,10,3,7,4,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
brengen,,,de genodigden,naar de plaats in het Hollands Diep waar de Rhenus 127 is gezonken,2,13,-11,2,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ondergaan,,,twee proeven,per dag,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zien,,,aanleiding,in een verbod van de rector drs. W. J. de Vos tijdens de pauze sneeuwballen te gooien,1,17,-16,18,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hebben,,,een ontmoeting met twee vrienden Vietnamese schrijvers de kameraden To Choaem en Te Chanem,in Moskou,14,2,12,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
starten,,,een revalidatiecentrum voor hartpatienten,in samenwerking met het academisch ziekenhuis in Groningen,4,8,-4,12,8,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
bouwen,,,de emigrantenvereniging op die hij nu om zakelijke reden failliet heeft laten verklaren,in zijn vrije tijd,13,4,9,9,7,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
doen,,,ons best,met de bussen,2,3,-1,5,3,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
bespoedigen,,,het tijdstip,per uitkering,2,2,0,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vinden,,,zoveel weerklank dat er een samengaan op hoog peil door tot stand kwam,in Willem van Otterloo en het orkest,13,7,6,9,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
houden,,,een kolossale bloeduitstorting,aan dit onbestrafte feit,3,4,-1,7,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
schrijven,,,een brief waarin hij een vermoeden had,aan de staatssecretaris van marine,7,5,2,10,6,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
doen,,,het,in verhouding met andere merken,1,5,-4,4,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
richten,,,hun licht,op koffie en suiker,2,4,-2,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
nemen,,,een 1-2 voorsprong,via 8-15 en 10-15,3,4,-1,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
verslaan,,,Springer,met 26-24,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
verbeteren,,,flo 5,op het gunstige dividend-voorstel,2,4,-2,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
wijzen,,,de kosten/batenanalyse de modernste economische methode,tijdens de behandeling van zijn beleidsnota,6,6,0,9,4,definite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
verdelen,,,het,onder mijn dertien broertjes en zusjes,1,6,-5,1,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
bekennen,,,drie inbraken in villa's te Ede Wekerom en Lunteren waarbij hij ongeveer flo 2000 zou hebben buitgemaakt,in januari j.l.,17,3,14,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
houden,,,verband,met de deviezenafvloeiing van circa DM 13 miljard die sinds de revaluatie van de Duitse mark heeft plaatsgevonden,1,18,-17,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
schuiven,,,wat,naar verzamelaars,1,2,-1,4,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
vinden,,,zijn weg,in de Benelux,2,3,-1,5,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
zien,,,dit concilie,tegen de achtergrond van de Restauratie een beweging in de europese cultuur die achter de revolutie terug wilde,2,18,-16,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
componeren,,,zijn concert voor twee piano's,voor hemzelf en zijn zuster Nannerl,5,6,-1,2,7,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
eisen,,,het alleenrecht op om over democratie te reppen,voor zichzelf,8,2,6,4,2,definite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
dirigeren,,,de wedstrijd,met groot machtsvertoon,2,3,-1,7,5,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
bepaalden,,,de eindstand,op 15-9,2,2,0,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hebben,,,4 hoofdklassen,in plaats van de eredivisie,2,5,-3,8,6,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
verdiepen,,Acc,zich,tot een bezinning op de geestelijke situatie van de mens,1,10,-9,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
maken,,,diepe indruk,wegens de grandioze montage en opzet,2,6,-4,4,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
volgen,,,al deze fanatieke maar weinig reele vertoning,met stijgende verbazing,7,3,4,7,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
plegen,,,zowel mondeling als schriftelijk overleg,over de opheffing van de buitenlandse inlichtingendienst,5,7,-2,7,10,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vinden,,,couture die haar het prettigst zit,bij hem,6,2,4,3,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
hebben,,,zeker twee eeuwen,voor de meest noodzakeelijke veranderingen,3,5,-2,8,5,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
behalen,,,de meerderheid,met elkaar,2,2,0,4,2,definite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
maken,,,veel omhaal,met hun streekgenoten,2,3,-1,6,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
maken,,,een ongekend snelle opgang,in ons land,4,3,1,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
