Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
insertar,,,a los inmigrantes,en el mercado laboral,3,4,-1,3,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dar,,,un toque de alerta,sobre el aumento de los accidentes laborales,4,7,-3,2,7,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
distinguir,,,al suplemento de Economía del diario La Vanguardia,en el apartado periodístico,8,4,4,8,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
impedir,,,violaciones similares,en el futuro,2,3,-1,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
demandar,,,a Microsoft,en 1998,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dividir,,,a la empresa,en tres compañías,3,3,0,3,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tramitar,,ase=Npr,se,en tribunales de apelación,1,4,-3,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
pasar,,,una opción que existe para los grandes casos de monopolio,al Tribunal Supremo de Justicia,10,5,5,9,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
cerrar,,,otro mal mes,"con una caída acumulada del 6,8 %",3,7,-4,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tomar,,,el informe difundido ayer de la OCDE,como base,7,2,5,4,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
perder,,,"un 8,2 %",en el año,3,3,0,2,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cerrar,,,mayo,"con una caída del 6,8 %",1,6,-5,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
presentar,,,un nuevo texto sobre la reforma del seguro de desempleo que ha despertado el interés de cuatro de las cinco grandes centrales sindicales,tras una maratoniana negociación de trece horas,23,7,16,13,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
dar,,,respuesta,entre otras cuestiones,1,3,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
engrosar,,,las listas del paro,a partir de 1 de enero del 2001,4,8,-4,2,9,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
formalizar,,,el compromiso recíproco del régimen de indemnización y los demandantes de empleo,en el Care cuya firma da derecho a cobrar el subsidio del paro y a los servicios que facilitan el regreso al empleo,12,23,-11,3,17,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
administrar,,,el seguro de desempleo,en Francia,4,2,2,4,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
presentar,,ase=Npr,se,a los retos profesionales que se le propongan y a entrevistas bimensuales,1,12,-11,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
dar,,,telefonía fija,hasta el domicilio de los clientes,2,6,-4,1,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
incrementar,,ase=Npr,se,por la llegada de nuevas tecnologías,1,6,-5,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
poner,,,el tema de los rehenes y cuándo tendrá lugar su liberación,sobre la mesa,11,3,8,5,3,definite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
convocar,,,elecciones democráticas,en un plazo de unos tres años,2,7,-5,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
condenar,,,la intentona golpista que encabeza Speight,desde el principio,6,3,3,5,3,definite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
revolver,,,el escenario político nacional,con un sólo invitado de piedra el presidente Hugo Chávez,4,10,-6,2,9,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tener,,,mayores posibilidades de ganar las elecciones,según la mayoría de los sondeos de opinión difundidos en los últimos dos meses,6,14,-8,2,10,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
hacer,,,ninguna alianza,con Fox con quien ha intercambiado frases duras en los últimos días,2,12,-10,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
intercambiar,,,frases duras,en los últimos días,2,4,-2,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
expulsar,,,al PRI,del poder,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tener,,,nexos,con Labastida,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
recibir,,,la información sobre el comando Basurde de ETA,del ministerio,8,2,6,5,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
solicitar,,,la comparecencia en la Cámara Alta del ministro de Fomento Francisco Alvarez Cascos,con el fin de que informe sobre el proyecto de línea de AVE Madrid-Levante,13,14,-1,2,18,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
aumentar,,,sus exigencias,tras la retirada israelí del Líbano,2,6,-4,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dificultar,,,la labor de la policía de Berlín,durante este fin de semana en que se reúnen en la capital 14 líderes para una cumbre de reformistas,7,19,-12,2,10,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
preparar,,,la cumbre de líderes reformistas,a partir del viernes,5,4,1,6,4,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
llamar,,,la atención,sobre la discriminación jurídica de su profesión frente a otras,2,10,-8,2,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
recibir,,,por el presidente alemán Johannes Rau,con honores militares,6,3,3,6,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
representar,,,un 20,con un importante alza de las exportaciones a Brasil que aumentaron un 180 por ciento,2,15,-13,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
competir,,,con las uruguayas,en los otros mercados internacionales,3,5,-2,4,8,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
aplazar,,,las elecciones,durante diez días,2,3,-1,5,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
contar,,,"con el 51,22 por ciento de los votos totales","al 99,78 por ciento de las mesas escrutadas",9,8,1,3,12,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mantener,,,negociaciones,con los líderes de los pobladores que protestan contra el establecimiento de una zona de distensión para el ELN,1,19,-18,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
crear,,ase=Npr,se,en el territorio de las poblaciones de San Pablo y Cantagallo en el departamento de Bolívar y Yondó en el de Antioquia,1,22,-21,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
enviar,,,contenidos,por Internet,1,2,-1,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
vender,,,"cerca de un 1,8 millones de unidades",desde su lanzamiento el 4 de marzo,7,7,0,5,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
suponer,,,un incremento de 93.980,sobre el mismo mes del año anterior,4,7,-3,2,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sufrir,,,un retroceso,"en comparación con mayo de 1999 cuando se firmaron 147.587 lo que representó el 13,07 por ciento del total y significa que la temporalidad ha crecido",2,26,-24,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tratar,,,a los desempleados,como a delincuentes,3,3,0,3,7,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dar,,,respuesta,entre otras cuestiones,1,3,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
engrosar,,,las listas del paro,a partir de 1 de enero del 2001,4,8,-4,2,9,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
formalizar,,,el compromiso recíproco del régimen de indemnización y los demandantes de empleo,en el Care cuya firma da derecho a cobrar el subsidio del paro y a los servicios que facilitan el regreso al empleo,12,23,-11,3,16,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
administrar,,,el seguro de desempleo,en Francia,4,2,2,4,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
presentar,,ase=Npr,se,a los retos profesionales que se le propongan,1,8,-7,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
verter,,,aguas residuales,en la principal arteria fluvial de Colombia el río Magdalena,2,10,-8,1,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
verter,,,estas aguas,al río Magdalena que nace en cordilleras del sur y que tras recorrer buena parte del país desemboca en el mar Caribe cerca de Barranquilla,2,25,-23,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
luchar,,,en contra de la guerrilla del FMLN,en la pasada guerra civil,7,5,2,8,14,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poner,,,la cohesión de la Alianza,en peligro,5,2,3,4,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
agarrar,,ase=Npr,lo,por las ropas,1,3,-2,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
responder,,,a las agresiones,con gritos y empujones,3,4,-1,3,5,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
conducir,,ase=Npr,lo,hacia su automóvil oficial,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
rescatar,,,por sus guardaespaldas,del tumulto,3,2,1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
llamar,,,la atención,sobre la existencia en la Comunidad Autónoma Vasca de 18.000 puestos de trabajo sin cubrir debido a la falta de mano de obra adecuada cuya incorporación al mercado laboral reduciría las previsiones sobre la tasa de paro para el año 2003 en dos puntos,2,44,-42,3,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
reducir,,,las previsiones sobre la tasa de paro para el año 2003,en dos puntos,11,3,8,2,14,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
situar,,,al 48 por ciento de las mujeres,en carreras de bajo o muy bajo grado de inserción laboral,7,11,-4,2,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
recurrir,,,a la política de inmigración,en un buen número de casos,5,6,-1,3,10,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
situar,,,el total de desempleados,"en 1.531.169 el 9,16 de la población activa",4,8,-4,2,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
converger,,,con los restantes países de la Unión Europea,en cantidad y calidad del empleo,8,6,2,4,10,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
abordar,,,una mejor redistribución de la riqueza que se está generando,con carácter prioritario,10,3,7,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
situar,,,el total de desempleados,"en 1.531.169 el 9,16 por ciento de la población activa",4,10,-6,2,6,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
pedir,,,al Ejecutivo,en rueda de prensa en Jerez de la Frontera Cádiz,2,10,-8,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ocupar,,,diversos puestos,en la Dirección General del Instituto Nacional de la Seguridad Social en la que fue adjunta al director general y subdirectora general adjunta de Gestión de Prestaciones,2,27,-25,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tener,,,participación,en la empresa Colisur 2000 ubicada en Picón Ciudad Real una planta transformadora a la que la Consejería le retiró la autorización para emitir certificados de transformación para el cobro de las ayudas comunitarias que existen para esta actividad,1,39,-38,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ocupar,,,la presidencia del nuevo grupo,de forma conjunta y durante tres años,5,7,-2,9,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
registrar,,,unas ventas de 136.400 millones de pesetas,durante 1999,7,2,5,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
controlar,,,una cuota del mercado nacional de cárnicos de entre el 21 y el 22 por ciento,con Navidul y OMSA Alimentación,16,5,11,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
obtener,,,un beneficio neto de 2.054 millones de pesetas 12 millones de euros,en 1999,12,2,10,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
acabar,,,con las listas de espera,en los centros hospitalarios,5,4,1,3,8,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
acabar,,,con el trabajo forzoso,de forma eficaz,4,3,1,6,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
visitar,,,el país,en mayo pasado,2,3,-1,5,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
suponer,,,un incremento de 93.980,sobre el mismo mes del año anterior,4,7,-3,2,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sufrir,,,un retroceso,"en comparación con mayo de 1999 cuando se firmaron 147.587 lo que representó el 13,07 por ciento del total y significa que la temporalidad ha crecido",2,26,-24,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
fijar,,,el cambio oficial del euro,"en los 0,9355 dólares",5,4,1,2,9,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
levantar,,,por el juez,hacia las cuatro de la tarde,3,6,-3,3,6,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
romper,,,su tendencia tradicional que era mantener el alza del paro de forma creciente durante el primer semestre del año,en estos meses,19,3,16,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
recibir,,,un documento en el que el MNR resumió sus principales preocupaciones de las que sólo reveló algunas porque antes las comunicará a los demás socios de la coalición que respalda su administración,de Sánchez de Lozada,32,4,28,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
analizar,,ase=Npr,los,en forma conjunta,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
acudir,,,acompañado de tres altos integrantes del Comité Ejecutivo de su partido,a la reunión,11,3,8,4,3,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
pedir,,,la dimisión de Mori,con la moción de censura,4,5,-1,2,7,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
atacar,,,a Mori y a su coalición,por sus controvertidos comentarios,6,4,2,2,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
someter,,,a votación,a mediados de este mes,2,5,-3,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poner,,,el acuerdo que abrirá a este país los mercados chinos con más de 1.300 millones de consumidores,en peligro,17,2,15,4,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
agregar,,,un proyecto para crear un grupo de seguimiento de los derechos humanos en China,a la legislación,14,3,11,5,3,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
deportar,,,a unos 40.000 inmigrantes centroamericanos que entraron ilegalmente en México,en los primeros cinco meses de este año,10,8,2,12,5,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
garantizar,,,la seguridad y la integridad de los inmigrantes,mediante los grupos especiales de protección denominados grupos beta,8,9,-1,2,11,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
representar,,,a España,en los funerales por el ex primer ministro japonés Keizo Obuchi que falleció el 14 de mayo víctima de un derrame cerebral,2,22,-20,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sufrir,,,un derrame cerebral,en la madrugada del día 2 de abril,3,8,-5,2,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sustituir,,,por Yoshiro Mori quien era el secretario general del partido Liberal Demócrata durante su gobierno,al frente del gobierno,15,4,11,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
continuar,,,su campaña por el rescate de la democracia,con un multitudinario mitin en la ciudad de Cañete 148 kilómetros al sur de Lima ante unas cinco mil personas que exigían nuevas elecciones,8,24,-16,3,15,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
perpetuar,,,a Fujimori,en el poder,2,3,-1,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sacar,,,los tanques,a las calles,2,3,-1,2,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
lanzar,,,un mensaje institucional,en cadena nacional de radiotelevisión,3,5,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
entrevistar,,,por el periodista Fausto Malavé que acogió numerosas preguntas llegadas por Internet para el mandatario,durante dos horas,15,3,12,6,3,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
hablar,,,de un golpe de Estado,de manera irresponsable,5,3,2,3,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
faltar,,,a la Fuerza Armada,al respeto,4,2,2,5,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
sancionar,,,a Perú,por el triunfo de Alberto Fujimori que nosotros combatimos,2,9,-7,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poseer,,,336 escaños,en la cámara de Diputados,2,5,-3,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
aprobar,,ase=Npr,se,en febrero,1,2,-1,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
soportar,,,una caída fulminante de popularidad,en sus escasos dos primeros meses en el cargo,5,9,-4,2,11,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
atacar,,,a Mori,por sus controvertidos comentarios tachados de anticonstitucionales,2,7,-5,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ayudar,,,al establecimiento de un orden multipolar y a la estabilidad y prosperidad de Europa,según el comunicado,14,3,11,8,4,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
impulsar,,,la cooperación en diferentes campos,de modo práctico,5,3,2,5,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
apoyar,,,la candidatura del veterano dirigente laborista Simón Peres para nuevo presidente que será elegido por el Parlamento Knéset el próximo 31 de julio,según un sondeo que se dio a conocer hoy,23,9,14,2,30,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
respaldar,,,por sólo el 19 por ciento de los israelíes,de acuerdo con el sondeo que publica hoy viernes el diario independiente Yediot Ajronot de Tel Aviv,9,17,-8,4,15,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
criticar,,,el hecho de que el presidente recibiera cientos de miles de dólares de regalo de amigos mientras ocupaba cargos públicos que no declaró,con dureza,23,2,21,4,2,definite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
recibir,,,cientos de miles de dólares de regalo,de amigos,7,2,5,1,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
cerrar,,,el expediente,por falta de pruebas suficientes y por prescripción de los presuntos delitos,2,12,-10,2,4,definite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
romper,,,sus rayos,contra él,2,2,0,4,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,postverbal
hacer,,,un berilo clarísimo,sobre una página de la historia,3,6,-3,3,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
contemplar,,,aquella realidad,con la fría lógica del adormecido burgués,2,7,-5,2,6,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
visitar,,,los Alpes,en el otoño del año sesenta y uno después de Cristo,2,11,-9,2,5,definite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
poner,,,a dos soldados fornidos,a disposición de los monarcas,4,5,-1,8,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
llevar,,ase=Npr,los,en brazos,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
levantar,,,pesas,en camiseta,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
plantar,,,una bandera,en la cima,2,3,-1,5,3,indefinite,definite,nonpronomial,nonpronomial,preposition,shifted,postverbal
quedar,,,sepultado,en el fondo de mi conciencia,1,6,-5,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
devolver,,ase=Npr,la,a su hogar,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
poner,,,pasión,en el trabajo,1,3,-2,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
echar,,,una mirada distraída,al índice,3,2,1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
emitir,,,sesudos y generalmente displicentes juicios de valor,con este exclusivo fundamento,7,4,3,12,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
sentir,,,comezón,por el trabajo,1,3,-2,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ahincar,,ase=Npr,nos,en el estudio,1,3,-2,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
oír,,,su sordo zumbido de bacterias inquietas,en nuestro interior,6,3,3,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
decapitar,,,una rata,con los dientes,2,3,-1,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
concebir,,ase=Npr,se,con tan asquerosa criatura,1,4,-3,1,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
desprender,,ase=Npr,se,de su esencia,1,3,-2,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
ver,,,su foto,en los periódicos,2,3,-1,2,5,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
escapar,,ase=Npr,se,del barrio,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
quedar,,,abiertas,entre las chozas,1,3,-2,1,4,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
sacar,,ase=Npr,lo,de la violencia y el salvajismo,1,6,-5,1,4,indefinite,definite,pronominal,nonpronomial,preposition,nonshifted,postverbal
bautizar,,,a sus modelos,con palabras Escort Cortina Sierra Granada Scorpio Orion a los que hace poco se ha añadido el Mondeo,3,18,-15,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
tomar,,,su nombre,de esa palabra española,2,4,-2,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
decir,,,Mondo,en las ocasiones en que otros personajes de dibujos animados más censurados dirían por ejemplo Cáspita,1,16,-15,3,8,indefinite,definite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
recoger,,,monda y mondá,por pija,3,2,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
