Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
vyrovnat,,Acc,skluz z loňského roku,v # čtvrtletí,4,3,1,7,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
evidovat,,Acc,veškerou korespondenci docházející pracovníkům ÚJČ z ciziny zvláště z kapitalistických států,podle platných směrnic,11,3,8,12,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
zaslat,,Acc,tento zápis,v jednom vyhotovení,2,3,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
pořizovat,,Acc,ji,pro jak početnou rodinu,1,4,-3,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
vyjmout,,Acc,je,na závěr,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
zapínat,,Acc,vařič,do zásuvky ve zdi,1,4,-3,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
třídit,,Acc,zásilky,podle těchto čísel,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
vyslat,,Acc,ho,do které,1,2,-1,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
opakovat,,Acc,jej,pro informaci,1,2,-1,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
pronést,,Acc,která,na adresu našeho lidu,1,4,-3,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
odpuzovat,,Acc,lidi,od účasti,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
trpět,,Acc,tento nešvar,do nekonečna,2,2,0,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
usilovat,,Acc,o co,za mladých časů,2,3,-1,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
sekundovat,,Dat,jim,v tom,1,2,-1,6,4,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
vyhánět,,Acc,právě především slovenské vesničany,před válkou,4,2,2,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
vrátit,,Acc,mě,do druhé poloviny dvacátého století,1,5,-4,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
informovat,,Acc,ho,na členské schůzi,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
vyřešit,,Acc,kterou,ve Varnsdorfu,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
odstranit,,Acc,nedostatky,do určitého termínu,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
zlepšit,,Acc,kvalitu,v krátké době,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
potáhnout,,Acc,tu naši káru,za nás,3,2,1,1,4,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
investovat,,Acc,co,do našeho podniku,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
obracet,,Acc,své kalibry,podle slov starého oceláře Pálky,2,5,-3,8,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
vyhlásit,,Acc,tento závazek prostý vší formálnosti,na členské schůzi,5,3,2,7,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
najít,,Acc,společnou cestu,Po šestnáctihodinové poradě,2,3,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
uchovat,,Acc,je,v pořádku,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
znamenat,,Acc,co,pro našince,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
zanechat,,Acc,které,po sobě,1,2,-1,3,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
padnout,,Dat,jí,o půl čtvrté,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
dosáhnout,,Acc,které,za stejné období,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
reprezentovat,,Acc,nás,v Mnichově,1,2,-1,4,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
vozit,,Acc,činku,s sebou,1,2,-1,1,2,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
narůst,,Dat,nám,z toho tréninku,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
realizovat,,Acc,který,proti silám války,1,3,-2,7,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
budovat,,Acc,Takovou společnost,přes všechny překážky a nedostatky,2,5,-3,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
vyžadovat,,Acc,které,od komunistických stran,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
odlidšťovat,,Acc,život,ve skutečnosti,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
dosáhnout,,Gen,tohoto stupně poměrně ideálních hmotných životních podmínek,u nás,7,2,5,9,11,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
opravovat,,Acc,ho,Pro účely Národní galérie,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
uvítat,,Acc,tuto službu,s radostí,2,2,0,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
uvítat,,Acc,ji,Na ruzyňském letišti,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
hrát,,Acc,to,Pro koho,1,2,-1,1,2,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
dodržovat,,Acc,tato pravidla,ve vlastním zájmu,2,3,-1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
řídit,,Acc,kterou,pod vedením KSČ,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
hrát,,Acc,značnou úlohu,v tom,2,2,0,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
mít,,,toho kouzla moc,v sobě,3,2,1,1,4,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
otevřít,,Acc,ho,v dávné minulosti,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
myslit,,Acc,to,s naší socialistickou společností,1,4,-3,5,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
nabít,,Acc,těžkou střelu,v poměrně malém prostoru a za jízdy,2,7,-5,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
rozeznat,,Acc,je,V blátě a nepohodách výcvikových prostorů,1,6,-5,5,10,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
schválit,,Acc,které,v závěru svého jednání,1,4,-3,7,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
zapůjčovat,,Acc,je,podle potřeby,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
uplatnit,,Acc,které,na jiném místě,1,3,-2,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
hodit,,Dat,mu,z balíčku,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
přijmout,,Acc,jej,do pracovního poměru,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
školit,,Acc,které,v působnosti a pravomoci OV,1,5,-4,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
pozvat,,Acc,ji,na kterou,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
zhodnotit,,Acc,údaje,ve zlomcích vteřiny,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
seznámit,,Acc,nás,mezi dvěma šluky,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
zabezpečovat,,Acc,Realizaci vynálezu,ve spolupráci s původcem,2,4,-2,6,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
posuzovat,,Acc,všechno,V technice,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
pomáhat,,Dat,nám,Hned od začátku,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
pořádat,,Acc,který,již po řadu let,1,4,-3,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
dojít,,Dat,nám,Teprve v Calais,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
doplňovat,,Acc,téměř všechny modely,namísto sukně,3,2,1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
stačit,,Dat,mu,k tomu,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
činit,,Acc,jej,dokonce v jistém smyslu,1,4,-3,5,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
objevit,,Acc,tuto kroniku,po více než # letech,2,5,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
určovat,,Acc,jej,v mnohém,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
odsouhlasit,,Acc,Převedení projekčního střediska ČSSS Dešenice do Zemědělského stavebního podniku v Klatovech,vzhledem k účelnosti,11,3,8,14,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
dovršit,,Acc,tuto kulturní revoluci,za # let existence prvního dělnického státu,3,7,-4,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
smát,,Dat,jí,na Západě,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
rozumět,,Dat,mu,ani za mák,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
vzít,,Acc,cokoli,do nich,1,2,-1,3,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
zkoušet,,Acc,dílo,s Josefem Sukem,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
vychutnat,,Acc,kterou,na desce,1,2,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
patřit,,Dat,tomu kterému interpretovi,ve dvaasedmdesátém roce,3,3,0,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
otevřít,,Acc,čekárnu,v případě potřeby,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
nosívat,,Acc,jakou,už před čtvrtstoletím,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
zabezpečit,,Acc,existenci,nejen na chvíli ale natrvalo,1,5,-4,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
využívat,,Acc,svůj pracovní čas a své schopnosti,ve prospěch produktivity závodů,6,4,2,9,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
dokončit,,Acc,dílo,za podpory rodiny,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
účastnit,,Gen,některých výročních členských schůzí společenských organizací,v současné době,6,3,3,4,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
mít,,Acc,které,v tom okamžiku,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
prohlásit,,Acc,je,vzhledem k přítomnosti nadpoloviční většiny,1,5,-4,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
uspořádat,,Acc,kterou,na téma Úloha odborů v komunistické výchově pracujících,1,8,-7,9,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
kvitovat,,Acc,Tuto zlepšovatelskou činnost,s uspokojením,3,2,1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
vytvořit,,Acc,které,v průběhu staletí,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
cítit,,Acc,které,k Toničce,1,2,-1,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
demaskovat,,Acc,se,Pod tlakem událostí,1,3,-2,4,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
dočkat,,Gen,svých interpretů,v Olomouci,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
brát,,Acc,je,V běžném denním životě,1,4,-3,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
seznámit,,Acc,vás,již na podzim,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
přát,,Dat,jim,Do dalších let,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
vrátit,,Acc,ji,za měsíc,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
zapřáhnout,,Acc,tě,Na počátku,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
potřebovat,,Acc,co,při hře,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
vidět,,,co,v zimních měsících,1,3,-2,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
dát,,Acc,něco nového,do vozu,2,2,0,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
změnit,,Acc,mnoho,na něm,1,2,-1,1,2,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
pozdravit,,Acc,jubilantku,ve sportovní hale PKOJF,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
stačit,,Dat,člověku,ve věku kolem šestnácti let,1,5,-4,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
dát,,Acc,nic,Za optání,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
spustit,,Acc,ho,jen na okamžik,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
používat,,Acc,rukavice,V hotelích,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
vystrnadit,,Acc,je,ze šatníků,1,2,-1,4,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
čekat,,Acc,ji,u vlaku,1,2,-1,4,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
dělat,,Acc,Co,v sobotu a převážnou část neděle,1,6,-5,7,5,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
postavit,,Acc,které,před nás,1,2,-1,3,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
postavit,,Acc,který,před nás,1,2,-1,7,5,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
orientovat,,Acc,kterou,podle usnesení # sjezdu strany,1,5,-4,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
okoukat,,Acc,Příliš brzy umístěného strašáka,ještě před zráním plodů,4,4,0,9,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
přemístit,,Acc,strašáka v koruně,po několika dnech,3,3,0,3,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
vystřihovat,,Acc,je,ze zajetí,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
okopávat,,Acc,Všechny květinové výsadby trvalkové i letničkové,podle potřeby,6,2,4,6,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
vést,,Acc,mne,K takovému zamyšlení,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
pomáhat,,Dat,nám,V této práci,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
korigovat,,Acc,nashromážděnou zkušenost,v němž,2,2,0,2,4,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
deprimovat,,Acc,mě,ze začátku,1,2,-1,4,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
znát,,Acc,to,na sobě,1,2,-1,3,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
vzít,,Acc,něco,z toho,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
bolet,,Acc,mě,kromě celého těla,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
dodržet,,Acc,to,na rozdíl ode mne,1,4,-3,5,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
živit,,Acc,určitou naději,v sobě,2,2,0,1,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
znamenat,,Acc,co,pro něho,1,2,-1,6,4,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
chybět,,Dat,kterému,ke světovému prvenství,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
čekat,,Acc,ho,Na stadiónu v Poznani,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
oplatit,,Acc,tuto pomoc,při ještě neočekávanější situaci,2,4,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
stačit,,Dat,táboru KSČ,v roce #,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
prodávat,,Acc,Co,v těch stáncích,1,3,-2,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
připravit,,Acc,všechno,do stánků,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
předehnat,,Acc,jej,v některých odvětvích výroby,1,4,-3,2,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
nalít,,Acc,Co,do sklenice,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
stačit,,Dat,nám,Při odpočinku,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
zvyšovat,,Acc,jehož intenzitu,při čtení nebo ruční práci,2,5,-3,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
překračovat,,Acc,toto množství,za žádnou cenu,2,3,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
rozšiřovat,,Acc,Skleníky,v dohledné době,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
získat,,Acc,vřesy,ve # odrůdách,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
mít,,Acc,to,Po úspěchu svého dalšího filmu nazvaného Už mám peněz až po krk,1,12,-11,2,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
kupovat,,Dat,si,místo šesti židlí,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
mít,,Acc,Velký propagační význam,v souvislosti se získáváním mladých chovatelů,3,6,-3,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
najít,,,co,na stísněném dvorku,1,3,-2,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
potřebovat,,,co,pro svůj život,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
napájet,,Acc,králíky,v létě,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
zavírat,,Acc,své holuby,v sobotu,2,2,0,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
pozorovat,,Acc,je,se svým pomocníkem,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
mít,,Acc,je,v USA,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
procvičovat,,Acc,se,Přes den,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
znát,,Acc,Michel Mercierovou,u nás,2,2,0,3,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
natočit,,Acc,který,podle osmidílného románu Anne a Serge Golonových,1,7,-6,8,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
objevit,,Acc,tuto půvabnou Francouzku,Pro film,3,2,1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
natáčet,,Acc,který,podle knihy Charlese Williamse,1,4,-3,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
naučit,,Acc,to,v těch letech,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
být,,Dat,mně,Po válce,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
stáhnout,,Acc,zornici,naproti tomu,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
roztřídit,,Acc,jednotlivé autory,beze zbytku,2,2,0,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
komplikovat,,Acc,zdravý vývoj naší školy,v současné době,4,3,1,7,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
poznat,,Acc,které,v denním životě,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
poznat,,Nom,které pozorovány mikroskopem,i při největším zvětšení,3,4,-1,7,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
jít,,Acc,O co,v těchto pokusech,2,3,-1,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
těšit,,Acc,tohoto člověka,v této chvíli,2,3,-1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
provozovat,,Acc,ji,již po několik let,1,4,-3,5,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
nahradit,,Acc,ji,Ve druhé polovině roku #,1,5,-4,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
zrušit,,Acc,strojovnu,při regulaci Vltavy,1,3,-2,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
pojímat,,Acc,tuto skupinu,do výkladu o kovech,2,4,-2,5,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
zařazovat,,Acc,který,do této podskupiny,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
vyhrazovat,,Dat,jim,s ohledem na technologii jejich výroby,1,6,-5,7,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
zajímat,,Acc,nás,V elektronice,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
zajímat,,Acc,nás,U příměsového polovodiče,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
zformulovat,,Acc,které,pro co nejstručnější zprávu,1,4,-3,6,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
potřebovat,,Acc,je,pro jeho užitnou hodnotu,1,4,-3,6,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
realizovat,,Acc,investice,ve kterých územních oblastech,1,4,-3,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
realizovat,,Acc,investice,v jakých časových obdobích a etapách perspektivního rozvoje,1,8,-7,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
porovnávat,,Acc,Efektivnost,z hlediska určitého organismu a uvedených kritérií,1,7,-6,9,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
očekávat,,Acc,sobě adekvátní specifické prostředí,už při svém vzniku,4,4,0,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
