Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
можно,,Acc,деревенские мотивы,в Австрии,2,2,0,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
покинуть,,Acc,евангелическо-лютеранскую церковь,по результатам которых,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
выделять,,Acc,его,из которых,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
строить,,Acc,его,Для уменьшения веса судна,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
выселить,,Acc,семью,В тридцатом году,1,3,-2,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
открыть,,,Rosa odorata,Для Европы,2,2,0,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
посетить,,Acc,дацан,В 1891 году,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
посетить,,Acc,епархию Гроссето,с пастырским визитом,2,3,-1,5,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
стать,,Ins,Первым соперником Канделаки,на турнире,3,2,1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
подразделять,,Acc,мази,По типу дисперсных систем,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
посетить,,Acc,Голливуд,В 1935 году,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
называть,,Acc,молды а также магов тактиков которые их носят,В народе далёком от магии,8,5,3,12,16,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
исполнять,,Nom,обязанности тренера,из-за того что известная в прошлом связующая сборных СССР и Хорватии готовилась стать матерью,2,14,-12,2,17,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
сменить,,Gen,которого,по ходу сезона,1,3,-2,4,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
принимать,,Gen,участия,в них,1,2,-1,2,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
приговорить,,Acc,Симмонса,за которое,1,2,-1,1,2,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
взять,,Acc,эту функцию,Со временем,2,2,0,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
исполнять,,Acc,должность кмета старосты,В местном кметстве Вишна в состав которого входит Вишна,3,9,-6,5,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
сковать,,Acc,реку Нирендукан,вопреки ожиданиям,2,2,0,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
можно,,Nom,ток,в любом ребре,1,3,-2,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
планироваться,,Acc,которую,в период с 1960 1961 гг. до 1989 г.,1,9,-8,11,9,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
получать,,Acc,которое,в разное время,1,3,-2,8,5,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
писать,,Nom,которые,в частности,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
считать,,Acc,операцию по обмену Шалита на заключённых,В Газе,6,2,4,6,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
зарезать,,Acc,Важарова и Александрова,в результате которой,3,3,0,3,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
связывать,,Acc,начало государственной службы в России как образование чиновничества,В связи с этим,8,4,4,10,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
пригласить,,Acc,Елену,В 14 лет,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
требоваться,,Dat,такому мальчику а в будущем и мужчине,для достижения сильного полового возбуждения,7,5,2,9,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
перевести,,Acc,Лыонга,После такого успеха,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
стать,,Ins,автором первого в истории гола сборной Украины,В этом же матче,7,4,3,7,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
менять,,Acc,Конечный пункт Южно-Уэльской железной дороги,на западе пришлось менять как и на востоке,5,8,-3,9,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
толкать,,Acc,которую,до этого момента,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
присылать,,Acc,которых,после боя,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
порошить,,Acc,орудийные окопы,в пустыне,2,2,0,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
вспоминать,,Acc,эту операцию длившуюся шесть лет,в Центре им. Грабаря,5,4,1,6,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
делать,,Acc,это,Во Франции,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
ремонтировать,,Acc,себя,в той или иной мере,1,5,-4,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
определять,,Acc,целесообразность использования тех или иных растений,в былые времена,6,3,3,6,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
получить,,Acc,первую премию,на специальном конкурсе в Швейцарии,2,5,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
держать,,Acc,весь рынок виртуальных манекенов,В прошлом 2002 году,4,4,0,4,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
начать,,Acc,первые выборочные проверки частных вкладов и соответственно их держателей,в Германии,9,2,7,10,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
обязывать,,Acc,Швейцарию,ни к чему,1,3,-2,5,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
делить,,Acc,себя,ни с чем,1,3,-2,4,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
выделить,,Acc,эту разрушительную энергию,и в народе,3,3,0,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
делить,,Acc,себя,ни с чем,1,3,-2,4,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
делить,,Acc,себя,ни с чем,1,3,-2,4,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
сосчитать,,Acc,все,к концу нашего пребывания,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
потрясти,,Acc,Европу,в 1848 году,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
причислить,,Acc,кого,по характеру,1,2,-1,6,4,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
знать,,Acc,предназначение и длину которых,по сей день,4,3,1,8,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
паковать,,Acc,То что находили а что именно до сих пор неизвестно,со всей осторожностью,10,3,7,18,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
делать,,Acc,которую,в нашей стране,1,3,-2,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
варьировать,,Acc,которую,при желании,1,2,-1,4,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
найти,,Acc,вас,по которым,1,2,-1,2,3,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
заснять,,Acc,все это дело,на камеры,3,2,1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
красть,,Acc,карту,у вас,1,2,-1,3,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
брать,,Acc,юного художника,После отъезда Шагала,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
приобрести,,Acc,картины Зевина,В свое время,2,3,-1,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
делать,,Acc,что-нибудь,в Москве,1,2,-1,4,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
видеть,,Acc,свет,в наше время,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
купить,,Acc,что,на обоих нас,1,3,-2,4,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
занять,,Acc,Особое место,в послании,2,2,0,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
хвалить,,Acc,Исполняющего обязанности президента Чечни,в числе прочих,4,3,1,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
запускать,,Acc,эту идею,не в данный момент а именно через год,2,8,-6,10,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
получить,,Acc,широкое обсуждение,В ходе научных мероприятий чемпионата,2,5,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
иметь,,Acc,какие преимущества и недостатки,в краткосрочной и долгосрочной перспективе,4,5,-1,8,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
упрекнуть,,Acc,тебя,в чем-то,1,2,-1,3,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
поделать,,Acc,что уж,с тобой,2,2,0,4,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
экранировать,,Acc,эти источники,по возможности,2,2,0,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
проявлять,,Acc,активность,помимо клина,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
воспринимать,,Acc,их,В лучшем случае,1,3,-2,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
найти,,Acc,Похитителей ценностей,спустя какое-то время,2,3,-1,5,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
ожидать,,Acc,планету,согласно этим данным,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
выполнять,,Acc,эту функцию,В тюрьме,2,2,0,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
обыскивать,,Acc,всех,При входе в тюрьму категории А,1,6,-5,2,7,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
представить,,Acc,английскую жизнь,без которых,2,2,0,1,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
тошнить,,Acc,их,после работы,1,2,-1,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
прекращать,,Acc,введение гидрокортизона,При нормальном ответе коры надпочечников,2,5,-3,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
установить,,Acc,его,Перед празднованием 300-летия Петербурга,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
платить,,Acc,свою цену,За освобождение экономики,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
решать,,Acc,все,за Ельцина,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
связывать,,Acc,любое воровство какого-нибудь проходимца возглавлявшего к примеру рыбную отрасль,После этого,9,2,7,13,15,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
одобрить,,Acc,"Выбор сделанный Борисом Ельциным в 99-м,","в отличие от его же выбора 91-го,",6,7,-1,16,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
облагодетельствовать,,Acc,вас,в политическом смысле,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
ожидать,,Acc,смельчаков,за следующим поворотом,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
поднять,,Acc,зарплату,Сразу после войны когда нужно было делать Бомбу,1,8,-7,1,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
проявлять,,Acc,такую большую любовь,ко мне,3,2,1,1,4,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
вернуть,,Acc,всех,в 1946 году,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
делать,,Acc,бомбу,у нас,1,2,-1,1,2,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
представлять,,Acc,ЗАО ЛУКОЙЛ Пермь,на объединенном конкурсе,3,3,0,9,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
иметь,,Acc,доступ к таким школам красоты,в России,5,2,3,7,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
принимать,,Acc,их,в Париже,1,2,-1,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
путать,,Acc,не только русских но и шведов и немцев и всех других,на парижских улицах,11,3,8,17,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
посетить,,Acc,руководство КПРФ,Примерно за полтора года до прошлых думских выборов,2,8,-6,2,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
называть,,Acc,которых,в компартии,1,2,-1,5,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
хоронить,,Acc,его,в котором,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
хоронить,,Acc,его,на какие средства,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
покрывать,,Acc,голову,с тыла,1,2,-1,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
понести,,Acc,его,на этот раз,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
пошатывать,,Acc,его,от чего,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
напугать,,Acc,Крэка,в нем,1,2,-1,2,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
справлять,,Acc,медовый месяц,В гробу,2,2,0,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
нести,,,Остапа,Между тем,1,2,-1,2,4,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
отложить,,Acc,рассмотрение этого вопроса,на июньском пленуме ЦК КПРФ,3,5,-2,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
отпустить,,Acc,его,В последний раз,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
захватить,,Acc,власть,в октябре 1917 года,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
преобразовывать,,Acc,комитет,В январе 1919 года,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
занять,,Acc,пост премьер-министра,В 1927 году,2,3,-1,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
поразить,,Acc,мир капитализма,В 1929 году,2,3,-1,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
отмечать,,Acc,чье 125-летие,в этом году,2,3,-1,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
захватить,,Acc,эту винтовку,уже через две недели,2,4,-2,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
занимать,,Acc,Важное место,в творчестве ученого,2,3,-1,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
воспитывать,,Acc,мальчиков,в России,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
прочесывать,,Acc,горы,при этом,1,2,-1,3,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
делать,,Acc,что,с ними,1,2,-1,3,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
понять,,Acc,эту истину,в Вашингтоне Лондоне и Берлине,2,5,-3,7,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
называть,,Acc,повороты к свободе,На Западе,3,2,1,3,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
бросить,,Acc,меня,В поселке Майна на берегу Енисея,1,6,-5,1,6,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
брать,,Acc,его сотрудников,с удовольствием,2,2,0,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
получить,,Acc,наибольшее распространение,среди которых,2,2,0,1,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,preverbal
занимать,,Acc,вялую и почти нейтральную позицию,в спорах сталинистов и антисталинистов раздиравших партруководство в решающие месяцы конца 1955-го начала 1956 года,5,15,-10,1,22,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
сместить,,Acc,неудачливого главу правительства,В 1955 году,3,3,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
сказать,,Acc,что,про Иран,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
делать,,Acc,что же,с этим богатством,2,3,-1,5,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
умножать,,Acc,что-либо,на тот ноль который в этой графе наблюдался до революции,1,10,-9,1,11,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
отнимать,,Acc,бизнес,после соответствующей расплаты,1,3,-2,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
связывать,,Acc,его,с которым,1,2,-1,1,2,indefinite,indefinite,pronominal,pronominal,preposition,nonshifted,preverbal
покупать,,Acc,его,Для снабжения газом Армении,1,4,-3,1,4,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
счесть,,Acc,который,в Москве,1,2,-1,3,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
исчерпать,,Acc,себя,при всей своей кризисоустойчивости и даже при всех ресурсах роста в отдельно взятых секторах,1,14,-13,1,13,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
потянуть,,Acc,ультразвуковой сканер,В отличие от МРТ,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
повторять,,Acc,То же самое,на разные лады,3,3,0,6,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
вытащить,,Acc,вразумительное слово,из этих накрашенных ротиков,2,4,-2,7,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
привезти,,Acc,флаги то,с собой,2,2,0,6,2,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
крутить,,Acc,который,по часу в день,1,4,-3,5,3,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
видеть,,Acc,которые,в другое время,1,3,-2,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
видеть,,Acc,затмение,После Горно-Алтайска,1,2,-1,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
сажать,,Acc,цветы,вокруг мачты,1,2,-1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
производить,,Acc,его,В разных условиях,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
сказать,,,да,в Эстонии,1,2,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
использовать,,Acc,Ведь именно этот импульс,пусть и с разной степенью успешности,4,6,-2,9,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
разморозить,,Acc,их,После длительной новогодней пьянки,1,4,-3,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
найти,,Acc,Логику,в такой деятельности правительства,1,4,-3,5,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
перевозить,,Acc,боб первых в истории СССР олимпийских чемпионов по бобслею Яниса Кипруса и Владимира Козлова,в 1988 году,14,3,11,17,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
сыграть,,Acc,немалую роль,В судьбе российской команды,2,4,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
признавать,,Acc,ее,по результатам испытаний,1,3,-2,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
решать,,Acc,нестандартные задачи,на кружках олимпиадах,2,3,-1,3,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
выговорить,,Acc,столь сложное название,с первого раза,3,3,0,7,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
контролировать,,Acc,Последний параметр,по ГОСТу,2,2,0,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
упаковывать,,Acc,колесо,После покраски окончательной проверки и одобрения ОТК,1,7,-6,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
производить,,Acc,неизгладимое впечатление,На многих дайверов,2,3,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
защищать,,Acc,человека,от переохлаждения,1,2,-1,2,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
отделять,,Acc,мембрану,В изолированных моделях,1,3,-2,1,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
готовить,,Acc,руду,даже в Японии,1,3,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
продвигать,,Acc,которую,у нас,1,2,-1,3,1,indefinite,indefinite,pronominal,pronominal,preposition,shifted,preverbal
реализовать,,Acc,ее,во многом,1,2,-1,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
извлекать,,Acc,выгоды,из ариизации,1,2,-1,3,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
выполнять,,Acc,Те же функции,на рабочем месте,3,3,0,4,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
отличать,,Acc,пораженье,от победы,1,2,-1,6,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
называть,,Acc,Социально экономическую систему современных стран Запада,по традиции,6,2,4,6,1,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
изучать,,Acc,Именно эту стадию,в свое время,3,3,0,6,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,preverbal
сыграть,,Acc,Особую роль,при этом,2,2,0,3,1,indefinite,indefinite,nonpronomial,pronominal,preposition,shifted,preverbal
привлекать,,Acc,его,в этой химии,1,3,-2,1,2,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
пригласить,,Acc,его,Еще в 2001 году,1,4,-3,2,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
переживать,,Acc,которую,в эти недели,1,3,-2,4,1,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
устраивать,,Acc,Болина,В то же время,1,4,-3,6,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
излучать,,Acc,который,подобно маяку,1,2,-1,5,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
отменить,,Acc,которую,в принципе,1,2,-1,4,2,indefinite,indefinite,pronominal,nonpronomial,preposition,shifted,preverbal
развить,,Acc,эту мысль,В конце XX века,2,4,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
предложить,,Acc,подобное вещество,До Скулачева,2,2,0,6,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
обвинять,,Acc,их,в причастности к делу терроризма,1,5,-4,1,5,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,preverbal
использовать,,Acc,этот металл,в чистом виде,2,3,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
наводнить,,Acc,рынок,После появления германской империи,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,preverbal
