Verb,Verb_case,Obj_case,NP,PP,NP_len,PP_len,Len_diff,V_NP_d,V_PP_d,NP_definiteness,PP_definiteness,NP_pronominality,PP_pronominality,ADP,Shift,PrePost
menbela,,,klub Bolton Wanderers FC,di Liga Utama Inggris,4,4,0,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mendirikan,,,Perguruan Tinggi Agama Islam PTAI,di daerah ini,5,3,2,1,9,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
diterapkan,,,ukuran kelas kecil,dengan jumlah maksimal 30 mahasiswa perkelas,3,6,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menloloskan,,,Jepang,ke Piala Dunia Perancis 1998,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,penampilan tunggalnya,pada musim 2007 08,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
disebut,,,Setia Bait Suci Temple Mount Faithful,dengan panggilan,6,2,4,4,2,indefinite,indefinite,nonpronomial,nonpronomial,preposition,shifted,postverbal
berbagi,,,jalur,dengan London Overground,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menalihkan,,,fokusnya,ke sistem operasi Android,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menblokade,,,Tyre,selama tujuh bulan,1,3,-2,3,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbutuhkan,,,waktu,antara 55 65 menit,1,4,-3,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadikan,,,Dara Petak,sebagai Stri Tinuheng Pura atau istri yang dituakan di istana,2,10,-8,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menperlukan,,,suhu udara,antara 16 22 OC,2,4,-2,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
belajar,,,fisika matematika dan astronomi di Berlin Göttingen dan Leipzig,di bawah bimbingan dan dengan bekerja sama antara lain dengan Werner Heisenberg dan Niels Bohr,9,15,-6,1,13,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjaga,,,sikapnya,pada Mr Willoughby,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mendapat,,,kualifikasi pengacara,pada tahun 1976,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
kelembaban,,,udara,antara 74 % 82 %,1,5,-4,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbutuhkan,,,oksigen,untuk tetapi dalam jumlah yang lebih sedikit daripada kadar di atmosfer bumi yang memiliki konsentrasi oksigen 20 %,1,18,-17,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
memnyebabkan,,,penyakit Lyme Lyme disease,pada manusia,4,2,2,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,Best Director,di ajang Biffest 4th Bali International film Indonesia 2006,2,9,-7,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menlakukan,,,persiapan,berdasarkan amsal salat malam qiyaamu llayl,1,6,-5,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbalas,,,dendam,kepada musuhnya,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menalami,,,peluncuran perdananya,di bioskop pada tanggal 22 Juni 1977,2,7,-5,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menpaksa,,,absen dua laga tandang,ke Adelaide United dan Wellington Phoenix,4,6,-2,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mengambarkan,,,teori atom,seabad sebelum Democritus,2,3,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menmiliki,,,stasiun relay,pada sejumlah kota di Indonesia,2,5,-3,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menselesaikan,,,To Kill a Mockingbird,pada musim panas tahun 1959,4,5,-1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menresmikan,,,Masjid Agung Demak,sebagi pusat pemerintahan,3,3,0,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mendudukkan,,,seorang Camat dan seorang Lurah,dalam upaya untuk membantu kelancaran pelaksanaan pembangunan dan kemasyarakatan sampai ke bawah,5,12,-7,5,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menkembalikan,,,balik,daripada jin itu,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentemukan,,,air tanah,di Desa Nglembu,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dirilis,,,Geneon,pada 22 September 2010,1,4,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadikan,,,Inggris,sebagai negara industri pertama di dunia,1,6,-5,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbawakan,,,versi akustik lagu 3,bersama Sam Evans Chord Overstreet dan Joe Hart Samuel Larsen,4,10,-6,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menberikan,,,satu jalan,di mana tidak ada proses pengembalian enkripsi,2,7,-5,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menambil,,,informasi,menurut buku yang dibacanya,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
terdapat,,,percabangan menuju Kampung Pirusa,untuk angkutan pasir Galanggung,4,4,0,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mensemangati,,,para pandikar,dengan teriakan,2,2,0,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mensarangkan,,,pukulan,ketubuh lawan,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
bermurah,,,hati,pada mereka yang terus berusaha menggapai mimpi,1,7,-6,1,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
menjual,,,semua prinsip hidupnya,demi popularitas di sekolah,3,4,-1,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mensebabkan,,,kehancuran,pada dirinya,1,2,-1,1,3,indefinite,indefinite,nonpronomial,pronominal,preposition,nonshifted,postverbal
menlayani,,,Bembereke,di Benin,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentunjuk,,,Omar Suleiman,sebagai Wakil Presiden Mesir,2,4,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menpakai,,,Haneda,mulai tahun 1999,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentonton,,,Home Alone,di rumah lagi,2,3,-1,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menserang,,,Kaskus,dengan DDoS,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menakhiri,,,perjalanannya,di Stasiun Gambir,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentempatkan,,,Merkurius dan Venus,dalam gerak mengelilingi Matahari,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
bersifat,,,pedesaan,dengan Indiana barat laut yang suburban,1,6,-5,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbatalkan,,,acara,pada tahun 2001,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menberikan,,,kesempatan langka untuk wawancara,pada tahun 1971,4,3,1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menproklamirkan,,,diri,sebagai Augustus,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menberikan,,,warna gelap,pada tanah,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,rekan seperjuangan bawah tanah,dalam pasukan Jepang,4,3,1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menlakukan,,,riset,di Amerika Serikat,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mencair,,,salju dan es,dengan puing puing vulkanik panas,3,5,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menambil,,,sepucuk pistol,dari saku celana seorang polisi,2,5,-3,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentaklukkan,,,Banjarmasin,dengan bantuan Madura Arosbaya dan Surabaya,1,6,-5,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menraih,,,gelar sarjana,pada tahun 1973 dari IAIN Syarif Hidayatullah,2,7,-5,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menluncurkan,,,Kindle,untuk Macintosh,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mensamai,,,prestasi ini,sejak Michael Chang,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menperkenalkan,,,sepeda motor,ke perusahaan tersebut,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
jatuh,,,cinta,pada pandangan pertama,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentinggalkan,,,yang sembilan puluh sembilan ekor,di pegunungan,5,2,3,5,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menpunyai,,,bermacam macam salad khas Jepara,diantaranya Sajian yang terdiri dari berbagai macam sayuran dan disajikan dengan bumbu kelapa ini biasanya kita sebut dengan Urap,5,19,-14,1,10,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbedakan,,,Kuluban,dengan Urap,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menhubungkan,,,pulau ini,dengan daratan utama,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,sama,dengan huruf dasarnya,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mendominasi,,,politik,di Taiwan,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
terjadi,,,persoalan perselingkuhan dan perebutan tanah,di Madura maupun pada keturunan orang Madura di Jawa dan Kalimantan,5,11,-6,1,7,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
latih,,,dia,dengan keahlianmu,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
menmasuki,,,masa penyamaran,selama setahun,2,2,0,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mementaskan,,,drama berjudul The Condition of Marriage Kekkon no Jōken,pada 3 September 2008,9,4,5,1,14,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menberitahu,,,Yan Fei,tentang kemungkinan serangan Murong Chui dan Sun En terhadap tanah tak bertuan,2,12,-10,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadikan,,,perawatan jalan dusun susah di laksanakan karena memerlukan budget atau anggaran yang sangat besar hanya untuk mengurusi Jalan,bagaimana dengan Pendidikan,18,3,15,1,22,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menpertahankan,,,sisa-sisa Imperiumnya 37 tahun,setelah Perang Dunia II,4,4,0,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menpertahankan,,,lampu ajaib tersebut,di tangannya,3,2,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbayar,,,100.000 dolar,untuk pelayanan kepada Mrs Puff,2,5,-3,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mennyatakan,,,diri,sebagai Imam Mahdi dan Masih Mau ud al Masih,1,9,-8,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menmulai,,,karier juniornya,di klub Salernitana,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menmulai,,,karier seniornya,di klub tersebut,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,korban tenggelam,di daerah ini,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
naik,,,speedboat,dari Pulau Aur,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
belajar,,,seni,di Julian Académie,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,ikon,di kota tersebut,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menlindungi,,,diri,dari serangan penduduk HATAWANO khususnya orang orang Nolloth,1,8,-7,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menserahkan,,,kota tersebut,ke Wei Utara,2,3,-1,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menlarikan,,,diri,ke Dalmatia,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
berjarak,,,50 km,dari ibukota kabupaten Garut,2,4,-2,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentiru,,,perilaku ini,melalui semut tiruan berjalan seputar grafik yang menunjukkan masalah yang harus diselesaikan,2,12,-10,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menkirimkan,,,satu Detasemen Zipur,dibawah Pimpinan Letda Czi MS Djapar,3,6,-3,2,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menlayani,,,penerbangan penerbangan komersial,untuk kota Padang,3,3,0,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menadakan,,,konser tunggal,dengan tema Tackey Summer Jet 2009,2,6,-4,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menlakukan,,,praktik,sebagai pengacara,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
diterbitkan,,,mingguan,dalam ukuran majalah,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mennamakan,,,suatu taman di Padang,dengan nama Taman De Greve yang terletak di dekat Kantor Javasche Bank Bank Indonesia lama,4,15,-11,2,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menikuti,,,tur,oleh Slank Oppie Andaresta dan Imanez,1,6,-5,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menberikan,,,peluit,pada Hidenori,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menmonopoli,,,perdagangan,hingga tahun 1989,1,3,-2,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbiarkan,,,engkau,seperti Adma,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
menbuat,,,engkau,seperti Zeboim,1,2,-1,1,3,indefinite,indefinite,pronominal,nonpronomial,preposition,nonshifted,postverbal
menlakukan,,,awal yang bagus,dalam musim tersebut,3,3,0,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ada,,,makam kerabat kerajaan,antara lain makam R Bagus Sumantri R Bagus Sosrokusumo RA Sekar Winangkrong dan Tumenggung Ronggo Atmojo,3,16,-13,2,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mendaftarkan,,,Batukali Surya FC,ke PSSI Pengcab Jepara,3,4,-1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,13.561 orang,pada tahun 1980,2,3,-1,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,tempat menarik,sepeti permandian alam Bissappu,2,4,-2,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentampilkan,,,orientasi arah arah penting seperti utara selatan timur dan barat,pada sebuah peta atau grafik bahari,10,6,4,1,17,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menjadi,,,Profesor Zoologi Anatomi dan Fisiologi,pada Universitas Amsterdam,5,3,2,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
membentengi,,,diri,secara pribadi maupun komunitas,1,4,-3,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menundurkan,,,diri,dari pekerjaannya,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menpatuhi,,,perintah Killian,dengan imbalan penyembuhan kecacatan putrinya oleh program Extremis,2,8,-6,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
ada,,,keputusan resmi,mengenai kenaikan statusnya sebagai anggota,2,5,-3,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menperkuat,,,Tim Indonesia,dalam perebutan Piala Thomas,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menhilangkan,,,keraguan masyarakat Soroako,akan mutunya,3,2,1,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mendirikan,,,sebuah biara,di Blangy wilayah Artois Prancis Utara,2,6,-4,2,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mendirikan,,,sidang-sidang,di Kolose Hierapolis dan Laodikia,1,5,-4,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menbentuk,,,persekutuan,di Hawaii,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menkembalikan,,,uang atau harta curian,dari makam keramat China itu,4,5,-1,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mengunakan,,,masa lalu ANISSA,sebagai kartu as-nya,3,3,0,1,5,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menlibatkan,,,anggota kelompok,dalam tugas kelompok c,2,4,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menpegang,,,kendali,atas masing masing komputer di dalam jaringan,1,7,-6,1,6,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menpecahkan,,,sandi,dalam ukiran yang ada di dua sisi kepala tongkat milik Ravenwood,1,11,-10,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mentetapkan,,,perubahan marga marga geneologi teritorial menjadi marga marga teritorial genealogis,dengan penentuan batas batas daerah masing masing,10,7,3,1,17,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
menlakukan,,,pencurian,secara kekerasan,1,2,-1,1,3,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
dipertanyakan,,,kebenarannya,oleh sebagaian ulama,1,3,-2,1,4,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
mengunakan,,,algoritma RC4 Pengamanan jaringan nirkabel,dengan metoda WPA ini,5,4,1,1,8,indefinite,indefinite,nonpronomial,nonpronomial,preposition,nonshifted,postverbal
